budget,cell_id,family,group,is_final,label_error,length_band,method,score,trace_id,trace_length,unit_index
16,processbench_math__llama31_8b,math,math-756,False,0,ge512,dyn_change6_iu,-0.21796293025457764,math-756,695,107
32,processbench_math__llama31_8b,math,math-756,False,0,ge512,dyn_change6_iu,0.4143727227044273,math-756,695,107
64,processbench_math__llama31_8b,math,math-756,False,0,ge512,dyn_change6_iu,-0.17676198983029773,math-756,695,107
128,processbench_math__llama31_8b,math,math-756,False,0,ge512,dyn_change6_iu,0.12114293867184296,math-756,695,107
256,processbench_math__llama31_8b,math,math-756,False,0,ge512,dyn_change6_iu,0.5548191470285908,math-756,695,107
512,processbench_math__llama31_8b,math,math-756,False,0,ge512,dyn_change6_iu,0.5633693139996951,math-756,695,107
695,processbench_math__llama31_8b,math,math-756,True,0,ge512,dyn_change6_iu,0.7459882079284585,math-756,695,107
16,processbench_math__llama31_8b,math,math-790,False,0,128_511,dyn_change6_iu,-0.33994430244065044,math-790,149,110
32,processbench_math__llama31_8b,math,math-790,False,0,128_511,dyn_change6_iu,-0.4523551699078192,math-790,149,110
64,processbench_math__llama31_8b,math,math-790,False,0,128_511,dyn_change6_iu,-0.35639907441870033,math-790,149,110
128,processbench_math__llama31_8b,math,math-790,False,0,128_511,dyn_change6_iu,-0.15881907133590617,math-790,149,110
149,processbench_math__llama31_8b,math,math-790,True,0,128_511,dyn_change6_iu,-0.17284445528399156,math-790,149,110
16,processbench_math__llama31_8b,math,math-800,False,0,128_511,dyn_change6_iu,-0.3029525226851799,math-800,295,112
32,processbench_math__llama31_8b,math,math-800,False,0,128_511,dyn_change6_iu,-0.1608393075753755,math-800,295,112
64,processbench_math__llama31_8b,math,math-800,False,0,128_511,dyn_change6_iu,-0.10224994625390292,math-800,295,112
128,processbench_math__llama31_8b,math,math-800,False,0,128_511,dyn_change6_iu,0.01297722577461042,math-800,295,112
256,processbench_math__llama31_8b,math,math-800,False,0,128_511,dyn_change6_iu,-0.1295261777338778,math-800,295,112
295,processbench_math__llama31_8b,math,math-800,True,0,128_511,dyn_change6_iu,-0.10741996907401999,math-800,295,112
16,processbench_math__llama31_8b,math,math-808,False,0,128_511,dyn_change6_iu,-0.48184590126850685,math-808,345,114
32,processbench_math__llama31_8b,math,math-808,False,0,128_511,dyn_change6_iu,0.5501767035365506,math-808,345,114
64,processbench_math__llama31_8b,math,math-808,False,0,128_511,dyn_change6_iu,-0.2213353153746805,math-808,345,114
128,processbench_math__llama31_8b,math,math-808,False,0,128_511,dyn_change6_iu,-0.15783416405244408,math-808,345,114
256,processbench_math__llama31_8b,math,math-808,False,0,128_511,dyn_change6_iu,-0.2020113597635375,math-808,345,114
345,processbench_math__llama31_8b,math,math-808,True,0,128_511,dyn_change6_iu,-0.256198626121619,math-808,345,114
16,processbench_math__llama31_8b,math,math-81,False,1,128_511,dyn_change6_iu,-0.2889782129728132,math-81,335,16
32,processbench_math__llama31_8b,math,math-81,False,1,128_511,dyn_change6_iu,-0.08001243051624579,math-81,335,16
64,processbench_math__llama31_8b,math,math-81,False,1,128_511,dyn_change6_iu,0.13107327156209753,math-81,335,16
128,processbench_math__llama31_8b,math,math-81,False,1,128_511,dyn_change6_iu,-0.2515781971146115,math-81,335,16
256,processbench_math__llama31_8b,math,math-81,False,1,128_511,dyn_change6_iu,-0.11055120263883986,math-81,335,16
335,processbench_math__llama31_8b,math,math-81,True,1,128_511,dyn_change6_iu,-0.11007523442595758,math-81,335,16
16,processbench_math__llama31_8b,math,math-816,False,0,128_511,dyn_change6_iu,-0.43339408492595133,math-816,446,115
32,processbench_math__llama31_8b,math,math-816,False,0,128_511,dyn_change6_iu,-0.29971125665120446,math-816,446,115
64,processbench_math__llama31_8b,math,math-816,False,0,128_511,dyn_change6_iu,0.04717068610881937,math-816,446,115
128,processbench_math__llama31_8b,math,math-816,False,0,128_511,dyn_change6_iu,-0.05083746226140467,math-816,446,115
256,processbench_math__llama31_8b,math,math-816,False,0,128_511,dyn_change6_iu,-0.18966720024570632,math-816,446,115
446,processbench_math__llama31_8b,math,math-816,True,0,128_511,dyn_change6_iu,-0.130050871181722,math-816,446,115
16,processbench_math__llama31_8b,math,math-850,False,0,ge512,dyn_change6_iu,-0.48222553139796687,math-850,575,120
32,processbench_math__llama31_8b,math,math-850,False,0,ge512,dyn_change6_iu,0.3443656184066955,math-850,575,120
64,processbench_math__llama31_8b,math,math-850,False,0,ge512,dyn_change6_iu,-0.14211825434178738,math-850,575,120
128,processbench_math__llama31_8b,math,math-850,False,0,ge512,dyn_change6_iu,-0.1465214374554998,math-850,575,120
256,processbench_math__llama31_8b,math,math-850,False,0,ge512,dyn_change6_iu,-0.20642903781934438,math-850,575,120
512,processbench_math__llama31_8b,math,math-850,False,0,ge512,dyn_change6_iu,0.22444626388250388,math-850,575,120
575,processbench_math__llama31_8b,math,math-850,True,0,ge512,dyn_change6_iu,0.05916460158420328,math-850,575,120
16,processbench_math__llama31_8b,math,math-941,False,0,128_511,dyn_change6_iu,-0.44506365124119757,math-941,326,130
32,processbench_math__llama31_8b,math,math-941,False,0,128_511,dyn_change6_iu,-0.03007121508858321,math-941,326,130
64,processbench_math__llama31_8b,math,math-941,False,0,128_511,dyn_change6_iu,0.37289420834943177,math-941,326,130
128,processbench_math__llama31_8b,math,math-941,False,0,128_511,dyn_change6_iu,-0.37162448634637757,math-941,326,130
256,processbench_math__llama31_8b,math,math-941,False,0,128_511,dyn_change6_iu,-0.09437967493824881,math-941,326,130
326,processbench_math__llama31_8b,math,math-941,True,0,128_511,dyn_change6_iu,-0.0393276406190102,math-941,326,130
16,processbench_math__llama31_8b,math,math-947,False,0,128_511,dyn_change6_iu,-0.458059011779891,math-947,235,131
32,processbench_math__llama31_8b,math,math-947,False,0,128_511,dyn_change6_iu,0.3986989757927614,math-947,235,131
64,processbench_math__llama31_8b,math,math-947,False,0,128_511,dyn_change6_iu,-0.3876568160404339,math-947,235,131
128,processbench_math__llama31_8b,math,math-947,False,0,128_511,dyn_change6_iu,-0.21945978590384466,math-947,235,131
235,processbench_math__llama31_8b,math,math-947,True,0,128_511,dyn_change6_iu,-0.2669259970712013,math-947,235,131
16,processbench_math__llama31_8b,math,math-955,False,0,ge512,dyn_change6_iu,-0.22493455934693826,math-955,553,132
32,processbench_math__llama31_8b,math,math-955,False,0,ge512,dyn_change6_iu,-0.28167695307964685,math-955,553,132
64,processbench_math__llama31_8b,math,math-955,False,0,ge512,dyn_change6_iu,-0.2850730621692226,math-955,553,132
128,processbench_math__llama31_8b,math,math-955,False,0,ge512,dyn_change6_iu,-0.17555715689945098,math-955,553,132
256,processbench_math__llama31_8b,math,math-955,False,0,ge512,dyn_change6_iu,0.039264171550996665,math-955,553,132
512,processbench_math__llama31_8b,math,math-955,False,0,ge512,dyn_change6_iu,0.15306037813345005,math-955,553,132
553,processbench_math__llama31_8b,math,math-955,True,0,ge512,dyn_change6_iu,0.07965925901049642,math-955,553,132
16,processbench_math__llama31_8b,math,math-965,False,0,128_511,dyn_change6_iu,-0.4680158722338411,math-965,306,134
32,processbench_math__llama31_8b,math,math-965,False,0,128_511,dyn_change6_iu,1.0077551198915402,math-965,306,134
64,processbench_math__llama31_8b,math,math-965,False,0,128_511,dyn_change6_iu,-0.22678170763072059,math-965,306,134
128,processbench_math__llama31_8b,math,math-965,False,0,128_511,dyn_change6_iu,-0.1557748208468772,math-965,306,134
256,processbench_math__llama31_8b,math,math-965,False,0,128_511,dyn_change6_iu,0.1551779466999635,math-965,306,134
306,processbench_math__llama31_8b,math,math-965,True,0,128_511,dyn_change6_iu,-0.3158265316806018,math-965,306,134
16,processbench_math__llama31_8b,math,math-97,False,1,ge512,dyn_change6_iu,-0.4822387570799487,math-97,1357,17
32,processbench_math__llama31_8b,math,math-97,False,1,ge512,dyn_change6_iu,0.11463297552905902,math-97,1357,17
64,processbench_math__llama31_8b,math,math-97,False,1,ge512,dyn_change6_iu,-0.07838145050256272,math-97,1357,17
128,processbench_math__llama31_8b,math,math-97,False,1,ge512,dyn_change6_iu,0.6461435678931741,math-97,1357,17
256,processbench_math__llama31_8b,math,math-97,False,1,ge512,dyn_change6_iu,0.22652992997512322,math-97,1357,17
512,processbench_math__llama31_8b,math,math-97,False,1,ge512,dyn_change6_iu,0.22204901459735982,math-97,1357,17
1357,processbench_math__llama31_8b,math,math-97,True,1,ge512,dyn_change6_iu,0.7216506180611726,math-97,1357,17
16,processbench_math__llama31_8b,math,math-974,False,0,128_511,dyn_change6_iu,-0.3846855899938372,math-974,393,136
32,processbench_math__llama31_8b,math,math-974,False,0,128_511,dyn_change6_iu,0.032875994288046384,math-974,393,136
64,processbench_math__llama31_8b,math,math-974,False,0,128_511,dyn_change6_iu,-0.22269054023598533,math-974,393,136
128,processbench_math__llama31_8b,math,math-974,False,0,128_511,dyn_change6_iu,-0.05439854511893527,math-974,393,136
256,processbench_math__llama31_8b,math,math-974,False,0,128_511,dyn_change6_iu,-0.1227865533331934,math-974,393,136
393,processbench_math__llama31_8b,math,math-974,True,0,128_511,dyn_change6_iu,-0.08294146029268029,math-974,393,136
16,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,deepconf_entropy_w64,0.16567874924762016,math-38,326,2
16,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,iu28_no_length,0.5328517100415746,math-38,326,2
16,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,cusum_swvar_equal,-1.800921773358034,math-38,326,2
32,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,deepconf_entropy_w64,0.21987636355342174,math-38,326,2
32,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,iu28_no_length,0.8377369483224829,math-38,326,2
32,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,cusum_swvar_equal,-1.2853778841659287,math-38,326,2
64,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,deepconf_entropy_w64,0.24804004303287314,math-38,326,2
64,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,iu28_no_length,0.8540776123367512,math-38,326,2
64,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,cusum_swvar_equal,-1.2237292352856781,math-38,326,2
128,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,deepconf_entropy_w64,0.27042174412783054,math-38,326,2
128,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,iu28_no_length,0.8562925209499224,math-38,326,2
128,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,cusum_swvar_equal,-1.2128894466752378,math-38,326,2
256,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,deepconf_entropy_w64,0.27042174412783054,math-38,326,2
256,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,iu28_no_length,0.9507529795964663,math-38,326,2
256,processbench_math__qwen25math_7b,math,math-38,False,1,128_511,cusum_swvar_equal,-0.9198527808490267,math-38,326,2
326,processbench_math__qwen25math_7b,math,math-38,True,1,128_511,deepconf_entropy_w64,0.27042174412783054,math-38,326,2
326,processbench_math__qwen25math_7b,math,math-38,True,1,128_511,iu28_no_length,0.9533594464984165,math-38,326,2
326,processbench_math__qwen25math_7b,math,math-38,True,1,128_511,cusum_swvar_equal,-0.8310681118258565,math-38,326,2
16,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,deepconf_entropy_w64,0.21821132583662006,math-40,474,3
16,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,iu28_no_length,0.4526337151817339,math-40,474,3
16,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,cusum_swvar_equal,-1.8400483218452925,math-40,474,3
32,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,deepconf_entropy_w64,0.5139078044002332,math-40,474,3
32,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,iu28_no_length,0.9898552731702411,math-40,474,3
32,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,cusum_swvar_equal,-0.1993655905765213,math-40,474,3
64,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,deepconf_entropy_w64,0.534979308553325,math-40,474,3
64,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,iu28_no_length,1.099647501175895,math-40,474,3
64,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,cusum_swvar_equal,-0.19014456063962298,math-40,474,3
128,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,deepconf_entropy_w64,0.6341917913551782,math-40,474,3
128,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,iu28_no_length,1.1106341670913218,math-40,474,3
128,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,cusum_swvar_equal,0.031059382840848082,math-40,474,3
256,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,deepconf_entropy_w64,0.6341917913551782,math-40,474,3
256,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,iu28_no_length,1.1001949181068824,math-40,474,3
256,processbench_math__qwen25math_7b,math,math-40,False,1,128_511,cusum_swvar_equal,0.3002633413858409,math-40,474,3
474,processbench_math__qwen25math_7b,math,math-40,True,1,128_511,deepconf_entropy_w64,0.6341917913551782,math-40,474,3
474,processbench_math__qwen25math_7b,math,math-40,True,1,128_511,iu28_no_length,1.093432361687576,math-40,474,3
474,processbench_math__qwen25math_7b,math,math-40,True,1,128_511,cusum_swvar_equal,0.428790562022153,math-40,474,3
16,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,deepconf_entropy_w64,0.08026575030089317,math-76,1059,4
16,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,iu28_no_length,0.11515631256794016,math-76,1059,4
16,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,cusum_swvar_equal,-2.3091771168408224,math-76,1059,4
32,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,deepconf_entropy_w64,0.17602623259249814,math-76,1059,4
32,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,iu28_no_length,0.5455742321345911,math-76,1059,4
32,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,cusum_swvar_equal,-1.8925994663752317,math-76,1059,4
64,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,deepconf_entropy_w64,0.27804291232957223,math-76,1059,4
64,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,iu28_no_length,0.8115101355360322,math-76,1059,4
64,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,cusum_swvar_equal,-1.365895797920961,math-76,1059,4
128,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,deepconf_entropy_w64,0.380657168341786,math-76,1059,4
128,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,iu28_no_length,0.8130768935574513,math-76,1059,4
128,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,cusum_swvar_equal,-1.3615663407134533,math-76,1059,4
256,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,deepconf_entropy_w64,0.4927553769430517,math-76,1059,4
256,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,iu28_no_length,1.086179420658039,math-76,1059,4
256,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,cusum_swvar_equal,-0.737227205726875,math-76,1059,4
512,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,deepconf_entropy_w64,0.4927553769430517,math-76,1059,4
512,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,iu28_no_length,1.0952113429347434,math-76,1059,4
512,processbench_math__qwen25math_7b,math,math-76,False,1,ge512,cusum_swvar_equal,0.3699637456092993,math-76,1059,4
1059,processbench_math__qwen25math_7b,math,math-76,True,1,ge512,deepconf_entropy_w64,0.4927553769430517,math-76,1059,4
1059,processbench_math__qwen25math_7b,math,math-76,True,1,ge512,iu28_no_length,1.0924957721938284,math-76,1059,4
1059,processbench_math__qwen25math_7b,math,math-76,True,1,ge512,cusum_swvar_equal,0.683112101728169,math-76,1059,4
16,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,deepconf_entropy_w64,0.11037977703582769,math-78,376,5
16,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,iu28_no_length,0.14443071612977584,math-78,376,5
16,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,cusum_swvar_equal,-2.162820317287158,math-78,376,5
32,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,deepconf_entropy_w64,0.11564385881770556,math-78,376,5
32,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,iu28_no_length,0.2064563087041413,math-78,376,5
32,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,cusum_swvar_equal,-2.0722821229793684,math-78,376,5
64,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,deepconf_entropy_w64,0.14985294154635956,math-78,376,5
64,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,iu28_no_length,0.5317757355733255,math-78,376,5
64,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,cusum_swvar_equal,-1.8386252343287173,math-78,376,5
128,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,deepconf_entropy_w64,0.3662104686858271,math-78,376,5
128,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,iu28_no_length,0.9594833472414142,math-78,376,5
128,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,cusum_swvar_equal,-0.6507392251623261,math-78,376,5
256,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,deepconf_entropy_w64,0.4259003655949687,math-78,376,5
256,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,iu28_no_length,1.2380396946384638,math-78,376,5
256,processbench_math__qwen25math_7b,math,math-78,False,1,128_511,cusum_swvar_equal,-0.5734148791443674,math-78,376,5
376,processbench_math__qwen25math_7b,math,math-78,True,1,128_511,deepconf_entropy_w64,0.4259003655949687,math-78,376,5
376,processbench_math__qwen25math_7b,math,math-78,True,1,128_511,iu28_no_length,1.244598194951885,math-78,376,5
376,processbench_math__qwen25math_7b,math,math-78,True,1,128_511,cusum_swvar_equal,-0.36945005070077586,math-78,376,5
16,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,deepconf_entropy_w64,0.016790339319612713,math-178,714,11
16,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,iu28_no_length,-0.16668244579815855,math-178,714,11
16,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,cusum_swvar_equal,-2.399433816054635,math-178,714,11
32,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,deepconf_entropy_w64,0.26577552267391336,math-178,714,11
32,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,iu28_no_length,0.7952114284615472,math-178,714,11
32,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,cusum_swvar_equal,-0.9279112070821286,math-178,714,11
64,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,deepconf_entropy_w64,0.2821631260111894,math-178,714,11
64,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,iu28_no_length,1.0190056410510007,math-178,714,11
64,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,cusum_swvar_equal,-0.9183494419058559,math-178,714,11
128,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,deepconf_entropy_w64,0.4050054743913746,math-178,714,11
128,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,iu28_no_length,1.0376706083106355,math-178,714,11
128,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,cusum_swvar_equal,-0.5296199859243621,math-178,714,11
256,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,deepconf_entropy_w64,0.4050054743913746,math-178,714,11
256,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,iu28_no_length,1.0376539387976091,math-178,714,11
256,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,cusum_swvar_equal,-0.5100008149396986,math-178,714,11
512,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,deepconf_entropy_w64,0.4050054743913746,math-178,714,11
512,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,iu28_no_length,1.03725296272996,math-178,714,11
512,processbench_math__qwen25math_7b,math,math-178,False,1,ge512,cusum_swvar_equal,-0.2875996094842243,math-178,714,11
714,processbench_math__qwen25math_7b,math,math-178,True,1,ge512,deepconf_entropy_w64,0.4050054743913746,math-178,714,11
714,processbench_math__qwen25math_7b,math,math-178,True,1,ge512,iu28_no_length,1.0366657579933467,math-178,714,11
714,processbench_math__qwen25math_7b,math,math-178,True,1,ge512,cusum_swvar_equal,-0.11327396014561245,math-178,714,11
16,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,deepconf_entropy_w64,0.06050652307983155,math-187,407,12
16,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,iu28_no_length,0.01541134254065001,math-187,407,12
16,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,cusum_swvar_equal,-2.30990810666419,math-187,407,12
32,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,deepconf_entropy_w64,0.2792024202615593,math-187,407,12
32,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,iu28_no_length,0.8212730244073995,math-187,407,12
32,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,cusum_swvar_equal,-0.9885284300484856,math-187,407,12
64,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,deepconf_entropy_w64,0.42047872541889786,math-187,407,12
64,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,iu28_no_length,0.8486328184282231,math-187,407,12
64,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,cusum_swvar_equal,-0.7162406650815509,math-187,407,12
128,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,deepconf_entropy_w64,0.47787271970518697,math-187,407,12
128,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,iu28_no_length,0.8477223567157979,math-187,407,12
128,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,cusum_swvar_equal,-0.7250271976646174,math-187,407,12
256,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,deepconf_entropy_w64,0.47787271970518697,math-187,407,12
256,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,iu28_no_length,0.8332800196310886,math-187,407,12
256,processbench_math__qwen25math_7b,math,math-187,False,1,128_511,cusum_swvar_equal,-0.31452884701318706,math-187,407,12
407,processbench_math__qwen25math_7b,math,math-187,True,1,128_511,deepconf_entropy_w64,0.47787271970518697,math-187,407,12
407,processbench_math__qwen25math_7b,math,math-187,True,1,128_511,iu28_no_length,0.8301834855429516,math-187,407,12
407,processbench_math__qwen25math_7b,math,math-187,True,1,128_511,cusum_swvar_equal,-0.20314265180294047,math-187,407,12
16,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,deepconf_entropy_w64,0.015038825908375426,math-228,934,18
16,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,iu28_no_length,-0.13231602498410097,math-228,934,18
16,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,cusum_swvar_equal,-2.394567526691971,math-228,934,18
32,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,deepconf_entropy_w64,0.0076951637995393545,math-228,934,18
32,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,iu28_no_length,-0.08551328552260012,math-228,934,18
32,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,cusum_swvar_equal,-2.393908354604849,math-228,934,18
64,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,deepconf_entropy_w64,0.153999927936964,math-228,934,18
64,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,iu28_no_length,1.0863833222339088,math-228,934,18
64,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,cusum_swvar_equal,-0.8043758422467282,math-228,934,18
128,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,deepconf_entropy_w64,0.24767287708421767,math-228,934,18
128,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,iu28_no_length,1.089128675831168,math-228,934,18
128,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,cusum_swvar_equal,-0.8146766651526061,math-228,934,18
256,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,deepconf_entropy_w64,0.24767287708421767,math-228,934,18
256,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,iu28_no_length,1.2014931117471235,math-228,934,18
256,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,cusum_swvar_equal,-0.7706691464631477,math-228,934,18
512,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,deepconf_entropy_w64,0.24767287708421767,math-228,934,18
512,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,iu28_no_length,1.2008012369066343,math-228,934,18
512,processbench_math__qwen25math_7b,math,math-228,False,1,ge512,cusum_swvar_equal,-0.7588237841410739,math-228,934,18
934,processbench_math__qwen25math_7b,math,math-228,True,1,ge512,deepconf_entropy_w64,0.4864426367562886,math-228,934,18
934,processbench_math__qwen25math_7b,math,math-228,True,1,ge512,iu28_no_length,1.3597985393341878,math-228,934,18
934,processbench_math__qwen25math_7b,math,math-228,True,1,ge512,cusum_swvar_equal,0.06650005134862016,math-228,934,18
16,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,deepconf_entropy_w64,0.10325864607934587,math-243,525,20
16,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,iu28_no_length,0.12844612481818457,math-243,525,20
16,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,cusum_swvar_equal,-2.2284728080940175,math-243,525,20
32,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,deepconf_entropy_w64,0.14857336426962964,math-243,525,20
32,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,iu28_no_length,0.34912771925326275,math-243,525,20
32,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,cusum_swvar_equal,-2.0773602631279826,math-243,525,20
64,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,deepconf_entropy_w64,0.21164938159371605,math-243,525,20
64,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,iu28_no_length,0.7968932457461424,math-243,525,20
64,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,cusum_swvar_equal,-1.2165585893646274,math-243,525,20
128,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,deepconf_entropy_w64,0.50027983971734,math-243,525,20
128,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,iu28_no_length,0.8953166737427315,math-243,525,20
128,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,cusum_swvar_equal,-0.5887404044765091,math-243,525,20
256,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,deepconf_entropy_w64,0.50027983971734,math-243,525,20
256,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,iu28_no_length,1.3458818976965152,math-243,525,20
256,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,cusum_swvar_equal,0.2938176664366358,math-243,525,20
512,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,deepconf_entropy_w64,0.6972283965225188,math-243,525,20
512,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,iu28_no_length,1.4521682575756878,math-243,525,20
512,processbench_math__qwen25math_7b,math,math-243,False,1,ge512,cusum_swvar_equal,0.9233807830838712,math-243,525,20
525,processbench_math__qwen25math_7b,math,math-243,True,1,ge512,deepconf_entropy_w64,0.6972283965225188,math-243,525,20
525,processbench_math__qwen25math_7b,math,math-243,True,1,ge512,iu28_no_length,1.4522555037069274,math-243,525,20
525,processbench_math__qwen25math_7b,math,math-243,True,1,ge512,cusum_swvar_equal,0.9112918042571233,math-243,525,20
16,processbench_math__qwen25math_7b,math,math-272,False,1,128_511,deepconf_entropy_w64,0.05916002624827274,math-272,475,23
16,processbench_math__qwen25math_7b,math,math-272,False,1,128_511,iu28_no_length,0.1406811126134613,math-272,475,23
16,processbench_math__qwen25math_7b,math,math-272,False,1,128_511,cusum_swvar_equal,-2.2846111093648362,math-272,475,23
32,processbench_math__qwen25math_7b,math,math-272,False,1,128_511,deepconf_entropy_w64,0.02972865081819289,math-272,475,23
