cell,model,dataset,n_problems,acc,subset,method,n_feats,anchor,auroc_X,lo,hi,n_rows,valid_rate,published_Y,Y_method,delta_X_minus_Y,head_to_head,flipped
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_5,lsml,5,cusum_max,0.7851,0.76,0.8089,1319,1.0,0.785,Noise Injection,0.0001,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_5,upcr,5,cusum_max,0.7889,0.7641,0.8127,1319,1.0,0.785,Noise Injection,0.0039,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_6,lsml,6,cusum_max,0.7902,0.7657,0.8145,1319,1.0,0.785,Noise Injection,0.0052,SAME-MODEL,False
noise_gsm8k_mistral7b,mistralai/Mistral-7B-Instruct-v0.3,gsm8k,1319,0.4989,GOOD_6,upcr,6,cusum_max,0.7889,0.7641,0.8127,1319,1.0,0.785,Noise Injection,0.0039,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,consensus_4,lsml,4,epr,0.6469,0.6124,0.6808,1319,1.0,0.7251000000000001,Noise Injection,-0.0782,SAME-MODEL,True
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,consensus_4,upcr,4,epr,0.6378,0.6027,0.6701,1319,1.0,0.7251000000000001,Noise Injection,-0.0873,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_5,lsml,5,epr,0.6643,0.631,0.6959,1319,1.0,0.7251000000000001,Noise Injection,-0.0608,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_5,upcr,5,epr,0.6661,0.6347,0.6978,1319,1.0,0.7251000000000001,Noise Injection,-0.059,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_6,lsml,6,epr,0.6801,0.6487,0.7124,1319,1.0,0.7251000000000001,Noise Injection,-0.045,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_6,upcr,6,epr,0.6301,0.5968,0.6606,1319,1.0,0.7251000000000001,Noise Injection,-0.095,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,top_macro_5,lsml,5,epr,0.6668,0.633,0.6989,1319,1.0,0.7251000000000001,Noise Injection,-0.0583,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,top_macro_5,upcr,5,epr,0.6689,0.6358,0.7019,1319,1.0,0.7251000000000001,Noise Injection,-0.0562,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,STABLE_H9,lsml,9,epr,0.6313,0.5994,0.6629,1319,1.0,0.7251000000000001,Noise Injection,-0.0938,SAME-MODEL,True
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,STABLE_H9,upcr,9,epr,0.6254,0.592,0.6595,1319,1.0,0.7251000000000001,Noise Injection,-0.0997,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,ALL_H16,lsml,16,epr,0.5988,0.5653,0.6291,1319,1.0,0.7251000000000001,Noise Injection,-0.1263,SAME-MODEL,True
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,ALL_H16,upcr,16,epr,0.5733,0.5391,0.6045,1319,1.0,0.7251000000000001,Noise Injection,-0.1518,SAME-MODEL,True
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_5+spilled,lsml,9,epr,0.6639,0.6318,0.6965,1319,1.0,0.7251000000000001,Noise Injection,-0.0612,SAME-MODEL,True
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_5+spilled,upcr,9,epr,0.6408,0.6064,0.6731,1319,1.0,0.7251000000000001,Noise Injection,-0.0843,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_5+energy,lsml,5,epr,0.6643,0.631,0.6959,1319,1.0,0.7251000000000001,Noise Injection,-0.0608,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_5+energy,upcr,5,epr,0.6661,0.6347,0.6978,1319,1.0,0.7251000000000001,Noise Injection,-0.059,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_5+logprob,lsml,8,epr,0.6835,0.6517,0.7155,1319,1.0,0.7251000000000001,Noise Injection,-0.0416,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_5+logprob,upcr,8,epr,0.6622,0.628,0.6931,1319,1.0,0.7251000000000001,Noise Injection,-0.0629,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_5,lsml,5,cusum_max,0.6643,0.631,0.6959,1319,1.0,0.7251000000000001,Noise Injection,-0.0608,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_5,upcr,5,cusum_max,0.6661,0.6347,0.6978,1319,1.0,0.7251000000000001,Noise Injection,-0.059,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_6,lsml,6,cusum_max,0.6801,0.6487,0.7124,1319,1.0,0.7251000000000001,Noise Injection,-0.045,SAME-MODEL,False
noise_gsm8k_phi3mini,microsoft/Phi-3-mini-4k-instruct,gsm8k,1319,0.7096,GOOD_6,upcr,6,cusum_max,0.6301,0.5968,0.6606,1319,1.0,0.7251000000000001,Noise Injection,-0.095,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,consensus_4,lsml,4,epr,0.6999,0.6213,0.7726,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1605,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,consensus_4,upcr,4,epr,0.7122,0.638,0.7833,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1482,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_5,lsml,5,epr,0.7381,0.6653,0.8085,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1223,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_5,upcr,5,epr,0.7436,0.674,0.814,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1168,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_6,lsml,6,epr,0.7477,0.6752,0.8163,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1127,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_6,upcr,6,epr,0.7441,0.6742,0.8144,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1163,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,top_macro_5,lsml,5,epr,0.7436,0.6737,0.8143,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1168,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,top_macro_5,upcr,5,epr,0.7436,0.674,0.814,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1168,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,STABLE_H9,lsml,9,epr,0.7081,0.6312,0.7808,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1523,SAME-MODEL,True
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,STABLE_H9,upcr,9,epr,0.7211,0.647,0.7922,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1393,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,ALL_H16,lsml,16,epr,0.7215,0.6465,0.7903,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1389,SAME-MODEL,True
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,ALL_H16,upcr,16,epr,0.7168,0.6449,0.7861,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1436,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_5+spilled,lsml,9,epr,0.7256,0.6488,0.7965,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1348,SAME-MODEL,True
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_5+spilled,upcr,9,epr,0.7352,0.6611,0.8058,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1252,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_5+energy,lsml,5,epr,0.7381,0.6653,0.8085,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1223,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_5+energy,upcr,5,epr,0.7436,0.674,0.814,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1168,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_5+logprob,lsml,8,epr,0.7426,0.671,0.8116,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1178,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_5+logprob,upcr,8,epr,0.735,0.6653,0.8012,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1254,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_5,lsml,5,cusum_max,0.7381,0.6653,0.8085,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1223,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_5,upcr,5,cusum_max,0.7436,0.674,0.814,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1168,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_6,lsml,6,cusum_max,0.7477,0.6752,0.8163,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1127,SAME-MODEL,False
sciq_llama8b,meta-llama/Llama-3.1-8B-Instruct,sciq,1000,0.877,GOOD_6,upcr,6,cusum_max,0.7441,0.6742,0.8144,198,0.198,0.8604,HCPD (arXiv 2606.12900),-0.1163,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,consensus_4,lsml,4,epr,0.6784,0.6667,0.6897,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.2254,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,consensus_4,upcr,4,epr,0.7263,0.7158,0.7373,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1775,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_5,lsml,5,epr,0.718,0.7068,0.729,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1858,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_5,upcr,5,epr,0.7318,0.7209,0.7429,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.172,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_6,lsml,6,epr,0.7303,0.7191,0.7413,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1735,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_6,upcr,6,epr,0.7318,0.7209,0.7429,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.172,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,top_macro_5,lsml,5,epr,0.7192,0.7077,0.7302,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1846,SAME-MODEL,True
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,top_macro_5,upcr,5,epr,0.741,0.7305,0.7519,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1628,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,STABLE_H9,lsml,9,epr,0.6679,0.6561,0.6786,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.2359,SAME-MODEL,True
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,STABLE_H9,upcr,9,epr,0.7433,0.7327,0.7543,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1605,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,ALL_H16,lsml,16,epr,0.6731,0.6615,0.6843,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.2307,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,ALL_H16,upcr,16,epr,0.6951,0.684,0.7064,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.2087,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_5+spilled,lsml,9,epr,0.7226,0.7117,0.7335,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1812,SAME-MODEL,True
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_5+spilled,upcr,9,epr,0.6905,0.6792,0.702,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.2133,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_5+energy,lsml,9,epr,0.7083,0.6971,0.7195,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1955,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_5+energy,upcr,9,epr,0.6961,0.6853,0.7072,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.2077,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_5+logprob,lsml,8,epr,0.7411,0.7306,0.752,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1627,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_5+logprob,upcr,8,epr,0.7423,0.7318,0.7533,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1615,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_5,lsml,5,cusum_max,0.718,0.7068,0.729,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1858,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_5,upcr,5,cusum_max,0.7318,0.7209,0.7429,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.172,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_6,lsml,6,cusum_max,0.7303,0.7191,0.7413,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.1735,SAME-MODEL,False
se_nq_open_llama8b,meta-llama/Llama-3.1-8B-Instruct,nq_open,1000,0.5007,GOOD_6,upcr,6,cusum_max,0.7318,0.7209,0.7429,8460,0.846,0.9037999999999999,HCPD (arXiv 2606.12900),-0.172,SAME-MODEL,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,consensus_4,lsml,4,epr,0.764,0.7418,0.7828,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,consensus_4,upcr,4,epr,0.7406,0.7194,0.759,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_5,lsml,5,epr,0.7982,0.7776,0.8154,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_5,upcr,5,epr,0.7923,0.7723,0.8093,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_6,lsml,6,epr,0.811,0.7915,0.8268,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_6,upcr,6,epr,0.7923,0.7723,0.8093,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,top_macro_5,lsml,5,epr,0.8004,0.7811,0.8173,2933,0.293,,,,,True
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,top_macro_5,upcr,5,epr,0.7608,0.7411,0.7785,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,STABLE_H9,lsml,9,epr,0.749,0.7283,0.7697,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,STABLE_H9,upcr,9,epr,0.6822,0.6636,0.7038,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,ALL_H16,lsml,16,epr,0.7659,0.7462,0.785,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,ALL_H16,upcr,16,epr,0.6995,0.6792,0.7167,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_5+spilled,lsml,9,epr,0.7961,0.7756,0.8131,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_5+spilled,upcr,9,epr,0.7894,0.7687,0.8073,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_5+energy,lsml,9,epr,0.8297,0.811,0.8449,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_5+energy,upcr,9,epr,0.8003,0.7799,0.8174,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_5+logprob,lsml,8,epr,0.7997,0.7798,0.8163,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_5+logprob,upcr,8,epr,0.7649,0.7453,0.7821,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_5,lsml,5,cusum_max,0.7982,0.7776,0.8154,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_5,upcr,5,cusum_max,0.7923,0.7723,0.8093,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_6,lsml,6,cusum_max,0.811,0.7915,0.8268,2933,0.293,,,,,False
se_squad_v2_llama8b,meta-llama/Llama-3.1-8B-Instruct,squad_v2,1000,0.6059,GOOD_6,upcr,6,cusum_max,0.7923,0.7723,0.8093,2933,0.293,,,,,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,consensus_4,lsml,4,epr,0.6304,0.6148,0.6452,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.1996,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,consensus_4,upcr,4,epr,0.6197,0.6046,0.6344,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2103,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_5,lsml,5,epr,0.5948,0.5799,0.6097,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2352,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_5,upcr,5,epr,0.5895,0.5752,0.605,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2405,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_6,lsml,6,epr,0.5884,0.5737,0.6033,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2416,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_6,upcr,6,epr,0.5858,0.5717,0.6011,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2442,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,top_macro_5,lsml,5,epr,0.5971,0.5828,0.612,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2329,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,top_macro_5,upcr,5,epr,0.6067,0.5918,0.622,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2233,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,STABLE_H9,lsml,9,epr,0.5329,0.5182,0.5483,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2971,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,STABLE_H9,upcr,9,epr,0.5543,0.5391,0.5711,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2757,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,ALL_H16,lsml,16,epr,0.5308,0.5152,0.5462,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2992,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,ALL_H16,upcr,16,epr,0.514,0.4991,0.5298,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.316,SAME-MODEL,True
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_5+spilled,lsml,9,epr,0.5867,0.5717,0.6022,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2433,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_5+spilled,upcr,9,epr,0.5914,0.577,0.6067,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2386,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_5+energy,lsml,9,epr,0.5885,0.5738,0.603,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2415,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_5+energy,upcr,9,epr,0.5914,0.5768,0.6062,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2386,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_5+logprob,lsml,8,epr,0.5873,0.5725,0.603,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2427,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_5+logprob,upcr,8,epr,0.59,0.5737,0.6055,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.24,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_5,lsml,5,cusum_max,0.5948,0.5799,0.6097,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2352,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_5,upcr,5,cusum_max,0.5895,0.5752,0.605,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2405,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_6,lsml,6,cusum_max,0.5884,0.5737,0.6033,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2416,SAME-MODEL,False
seiclr_triviaqa_opt30b,facebook/opt-30b,trivia_qa_rougel,500,0.4648,GOOD_6,upcr,6,cusum_max,0.5858,0.5717,0.6011,4993,0.999,0.83,Semantic Entropy (SE-ICLR'23),-0.2442,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,consensus_4,lsml,4,epr,0.7443,0.7303,0.7593,4392,0.878,0.748,Semantic Energy,-0.0037,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,consensus_4,upcr,4,epr,0.2457,0.2322,0.26,4392,0.878,0.748,Semantic Energy,-0.5023,SAME-MODEL,True
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_5,lsml,5,epr,0.8006,0.7871,0.8134,4392,0.878,0.748,Semantic Energy,0.0526,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_5,upcr,5,epr,0.7954,0.7823,0.8078,4392,0.878,0.748,Semantic Energy,0.0474,SAME-MODEL,False
semenergy_triviaqa_qwen3_8b,Qwen/Qwen3-8B,trivia_qa,500,0.4926,GOOD_6,lsml,6,epr,0.816,0.803,0.828,4392,0.878,0.748,Semantic Energy,0.068,SAME-MODEL,False
