candidate,model,family,unit,task,target,locator,prediction
H0DET_HISTLOC,qwen3_8b,omnimath,omnimath-958,local,10,0,0
H0DET_H3LOC,qwen3_8b,omnimath,omnimath-958,local,10,0,0
HISTDET_HISTLOC,qwen3_8b,omnimath,omnimath-971,local,6,6,6
HISTDET_H0LOC,qwen3_8b,omnimath,omnimath-971,local,6,6,6
HISTDET_H2LOC,qwen3_8b,omnimath,omnimath-971,local,6,6,6
HISTDET_H3LOC,qwen3_8b,omnimath,omnimath-971,local,6,6,6
H0DET_HISTLOC,qwen3_8b,omnimath,omnimath-971,local,6,6,6
H0DET_H3LOC,qwen3_8b,omnimath,omnimath-971,local,6,6,6
HISTDET_HISTLOC,qwen3_8b,omnimath,omnimath-972,local,1,7,7
HISTDET_H0LOC,qwen3_8b,omnimath,omnimath-972,local,1,0,0
HISTDET_H2LOC,qwen3_8b,omnimath,omnimath-972,local,1,7,7
HISTDET_H3LOC,qwen3_8b,omnimath,omnimath-972,local,1,7,7
H0DET_HISTLOC,qwen3_8b,omnimath,omnimath-972,local,1,7,7
H0DET_H3LOC,qwen3_8b,omnimath,omnimath-972,local,1,7,7
HISTDET_HISTLOC,qwen3_8b,omnimath,omnimath-974,local,-1,3,-1
HISTDET_H0LOC,qwen3_8b,omnimath,omnimath-974,local,-1,3,-1
HISTDET_H2LOC,qwen3_8b,omnimath,omnimath-974,local,-1,3,-1
HISTDET_H3LOC,qwen3_8b,omnimath,omnimath-974,local,-1,3,-1
H0DET_HISTLOC,qwen3_8b,omnimath,omnimath-974,local,-1,3,-1
H0DET_H3LOC,qwen3_8b,omnimath,omnimath-974,local,-1,3,-1
HISTDET_HISTLOC,qwen3_8b,omnimath,omnimath-977,local,0,3,3
HISTDET_H0LOC,qwen3_8b,omnimath,omnimath-977,local,0,1,1
HISTDET_H2LOC,qwen3_8b,omnimath,omnimath-977,local,0,1,1
HISTDET_H3LOC,qwen3_8b,omnimath,omnimath-977,local,0,1,1
H0DET_HISTLOC,qwen3_8b,omnimath,omnimath-977,local,0,3,3
H0DET_H3LOC,qwen3_8b,omnimath,omnimath-977,local,0,1,1
HISTDET_HISTLOC,qwen3_8b,omnimath,omnimath-983,local,-1,8,8
HISTDET_H0LOC,qwen3_8b,omnimath,omnimath-983,local,-1,8,8
HISTDET_H2LOC,qwen3_8b,omnimath,omnimath-983,local,-1,8,8
HISTDET_H3LOC,qwen3_8b,omnimath,omnimath-983,local,-1,8,8
H0DET_HISTLOC,qwen3_8b,omnimath,omnimath-983,local,-1,8,8
H0DET_H3LOC,qwen3_8b,omnimath,omnimath-983,local,-1,8,8
HISTDET_HISTLOC,qwen3_8b,omnimath,omnimath-996,local,1,4,4
HISTDET_H0LOC,qwen3_8b,omnimath,omnimath-996,local,1,4,4
HISTDET_H2LOC,qwen3_8b,omnimath,omnimath-996,local,1,4,4
HISTDET_H3LOC,qwen3_8b,omnimath,omnimath-996,local,1,4,4
H0DET_HISTLOC,qwen3_8b,omnimath,omnimath-996,local,1,4,4
H0DET_H3LOC,qwen3_8b,omnimath,omnimath-996,local,1,4,4
HISTDET_HISTLOC,qwen3_8b,omnimath,omnimath-998,local,6,6,6
HISTDET_H0LOC,qwen3_8b,omnimath,omnimath-998,local,6,0,0
HISTDET_H2LOC,qwen3_8b,omnimath,omnimath-998,local,6,6,6
HISTDET_H3LOC,qwen3_8b,omnimath,omnimath-998,local,6,6,6
H0DET_HISTLOC,qwen3_8b,omnimath,omnimath-998,local,6,6,6
H0DET_H3LOC,qwen3_8b,omnimath,omnimath-998,local,6,6,6
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-1,local,1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-1,local,1,1,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-1,local,1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-1,local,1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-1,local,1,1,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-1,local,1,1,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-105,local,1,2,2
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-105,local,1,2,2
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-105,local,1,2,2
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-105,local,1,2,2
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-105,local,1,2,2
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-105,local,1,2,2
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-108,local,1,6,6
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-108,local,1,7,7
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-108,local,1,7,7
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-108,local,1,7,7
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-108,local,1,6,6
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-108,local,1,7,7
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-109,local,1,2,2
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-109,local,1,1,1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-109,local,1,1,1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-109,local,1,1,1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-109,local,1,2,2
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-109,local,1,1,1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-112,local,2,2,2
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-112,local,2,2,2
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-112,local,2,2,2
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-112,local,2,2,2
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-112,local,2,2,2
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-112,local,2,2,2
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-124,local,0,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-124,local,0,0,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-124,local,0,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-124,local,0,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-124,local,0,1,1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-124,local,0,1,1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-132,local,1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-132,local,1,0,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-132,local,1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-132,local,1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-132,local,1,1,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-132,local,1,1,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-133,local,3,3,3
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-133,local,3,1,1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-133,local,3,1,1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-133,local,3,1,1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-133,local,3,3,3
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-133,local,3,1,1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-144,local,1,2,2
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-144,local,1,2,2
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-144,local,1,2,2
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-144,local,1,2,2
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-144,local,1,2,2
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-144,local,1,2,2
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-145,local,0,0,0
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-145,local,0,0,0
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-145,local,0,0,0
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-145,local,0,0,0
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-145,local,0,0,0
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-145,local,0,0,0
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-150,local,5,5,5
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-150,local,5,3,3
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-150,local,5,3,3
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-150,local,5,3,3
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-150,local,5,5,5
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-150,local,5,3,3
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-151,local,5,5,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-151,local,5,0,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-151,local,5,0,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-151,local,5,3,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-151,local,5,5,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-151,local,5,3,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-159,local,0,0,0
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-159,local,0,0,0
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-159,local,0,0,0
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-159,local,0,0,0
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-159,local,0,0,0
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-159,local,0,0,0
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-166,local,1,5,5
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-166,local,1,5,5
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-166,local,1,5,5
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-166,local,1,5,5
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-166,local,1,5,5
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-166,local,1,5,5
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-168,local,0,0,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-168,local,0,0,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-168,local,0,4,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-168,local,0,4,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-168,local,0,0,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-168,local,0,4,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-177,local,0,0,0
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-177,local,0,0,0
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-177,local,0,0,0
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-177,local,0,0,0
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-177,local,0,0,0
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-177,local,0,0,0
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-185,local,3,0,0
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-185,local,3,0,0
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-185,local,3,0,0
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-185,local,3,0,0
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-185,local,3,0,0
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-185,local,3,0,0
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-188,local,0,3,3
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-188,local,0,3,3
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-188,local,0,3,3
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-188,local,0,3,3
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-188,local,0,3,3
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-188,local,0,3,3
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-192,local,2,6,6
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-192,local,2,6,6
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-192,local,2,6,6
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-192,local,2,6,6
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-192,local,2,6,6
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-192,local,2,6,6
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-2,local,1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-2,local,1,0,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-2,local,1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-2,local,1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-2,local,1,1,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-2,local,1,1,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-205,local,-1,1,1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-205,local,-1,1,1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-205,local,-1,1,1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-205,local,-1,1,1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-205,local,-1,1,1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-205,local,-1,1,1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-210,local,-1,2,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-210,local,-1,2,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-210,local,-1,2,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-210,local,-1,2,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-210,local,-1,2,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-210,local,-1,2,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-219,local,-1,0,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-219,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-219,local,-1,0,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-219,local,-1,0,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-219,local,-1,0,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-219,local,-1,0,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-22,local,5,5,5
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-22,local,5,5,5
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-22,local,5,5,5
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-22,local,5,5,5
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-22,local,5,5,5
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-22,local,5,5,5
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-222,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-222,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-222,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-222,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-222,local,-1,1,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-222,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-226,local,-1,1,1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-226,local,-1,1,1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-226,local,-1,1,1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-226,local,-1,1,1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-226,local,-1,1,1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-226,local,-1,1,1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-228,local,-1,2,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-228,local,-1,2,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-228,local,-1,2,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-228,local,-1,2,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-228,local,-1,2,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-228,local,-1,2,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-232,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-232,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-232,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-232,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-232,local,-1,1,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-232,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-24,local,1,1,1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-24,local,1,1,1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-24,local,1,1,1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-24,local,1,1,1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-24,local,1,1,1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-24,local,1,1,1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-241,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-241,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-241,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-241,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-241,local,-1,1,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-241,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-245,local,-1,1,1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-245,local,-1,0,0
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-245,local,-1,0,0
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-245,local,-1,0,0
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-245,local,-1,1,1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-245,local,-1,0,0
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-250,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-250,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-250,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-250,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-250,local,-1,1,1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-250,local,-1,1,1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-264,local,1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-264,local,1,1,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-264,local,1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-264,local,1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-264,local,1,1,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-264,local,1,1,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-275,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-275,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-275,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-275,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-275,local,-1,1,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-275,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-286,local,-1,3,3
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-286,local,-1,1,1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-286,local,-1,3,3
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-286,local,-1,3,3
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-286,local,-1,3,3
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-286,local,-1,3,3
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-293,local,0,1,1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-293,local,0,1,1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-293,local,0,1,1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-293,local,0,1,1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-293,local,0,1,1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-293,local,0,1,1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-305,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-305,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-305,local,-1,3,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-305,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-305,local,-1,1,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-305,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-306,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-306,local,-1,1,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-306,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-306,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-306,local,-1,1,1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-306,local,-1,1,1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-308,local,-1,4,4
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-308,local,-1,0,0
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-308,local,-1,0,0
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-308,local,-1,0,0
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-308,local,-1,4,4
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-308,local,-1,0,0
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-309,local,-1,2,2
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-309,local,-1,2,2
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-309,local,-1,2,2
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-309,local,-1,2,2
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-309,local,-1,2,2
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-309,local,-1,2,2
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-31,local,6,6,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-31,local,6,6,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-31,local,6,6,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-31,local,6,6,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-31,local,6,6,6
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-31,local,6,6,6
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-310,local,-1,0,0
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-310,local,-1,0,0
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-310,local,-1,0,0
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-310,local,-1,0,0
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-310,local,-1,0,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-310,local,-1,0,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-312,local,0,0,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-312,local,0,0,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-312,local,0,0,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-312,local,0,0,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-312,local,0,0,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-312,local,0,0,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-317,local,-1,2,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-317,local,-1,2,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-317,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-317,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-317,local,-1,2,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-317,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-320,local,-1,0,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-320,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-320,local,-1,0,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-320,local,-1,0,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-320,local,-1,0,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-320,local,-1,0,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-325,local,-1,0,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-325,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-325,local,-1,0,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-325,local,-1,0,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-325,local,-1,0,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-325,local,-1,0,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-326,local,-1,0,0
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-326,local,-1,0,0
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-326,local,-1,0,0
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-326,local,-1,0,0
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-326,local,-1,0,0
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-326,local,-1,0,0
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-329,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-329,local,-1,0,-1
HISTDET_H2LOC,llama31_8b,gsm8k,gsm8k-329,local,-1,1,-1
HISTDET_H3LOC,llama31_8b,gsm8k,gsm8k-329,local,-1,1,-1
H0DET_HISTLOC,llama31_8b,gsm8k,gsm8k-329,local,-1,1,-1
H0DET_H3LOC,llama31_8b,gsm8k,gsm8k-329,local,-1,1,-1
HISTDET_HISTLOC,llama31_8b,gsm8k,gsm8k-331,local,-1,1,-1
HISTDET_H0LOC,llama31_8b,gsm8k,gsm8k-331,local,-1,1,-1
