cell,family,domain,arm,phase,selector,variant,n_pool,n_selected,selected_features,pool_features,fallback,intended_methods,diag_json
math500_r1distill8b_mn4096,math500,math,dpp_ridge_native,native,dpp,dpp.ridge,25,16,spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|sw_var_peak_spilled|min_spilled|min_energy|sw_var_peak_energy|cusum_max_energy|varentropy|topk_tail_mass,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""jaccard_vs_dpp"": 1.0, ""n_selected"": 16, ""note"": ""C + ridge*I. A large disagreement with `dpp` means the un-ridged run was driven by numerical noise in the tail eigenvalues."", ""p"": 25, ""ridge"": 0.01, ""tol"": 0.05}"
math500_r1distill8b_mn4096,math500,math,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,25,6,epr|low_band_power|hl_ratio|mean_top1_logprob|varentropy|renyi_entropy_2,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""six largest gate means"", ""source"": ""a2.dufs_pf""}"
math500_r1distill8b_mn4096,math500,math,lapscore_k6,fixed_k6,lapscore,lapscore_s6,25,6,epr|epr_spilled|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""lapscore"", ""size"": 6}"
math500_r1distill8b_mn4096,math500,math,spec_k6,fixed_k6,spec,spec_s6,25,6,epr|epr_spilled|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""spec"", ""size"": 6}"
math500_r1distill8b_mn4096,math500,math,mcfs_k6,fixed_k6,mcfs,mcfs_s6,25,6,spectral_centroid|cusum_max|min_spilled|cusum_max_energy|logprob_margin|topk_tail_mass,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""mcfs"", ""size"": 6}"
math500_r1distill8b_mn4096,math500,math,cae_k6,fixed_k6,cae,a3.cae_k6,25,6,epr|hl_ratio|hurst_exponent|cusum_max|min_spilled|sw_var_peak_energy,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""stability_jaccard"": 0.416, ""val_mse"": 0.1844}"
math500_r1distill8b_mn4096,math500,math,lscae_k6,fixed_k6,lscae,lscae.k6,25,6,spectral_entropy|spectral_centroid|epr_spilled|cusum_max_spilled|epr_energy|mean_logprob_entropy,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""n_selected"": 6, ""note"": ""LS-CAE Eq.(6): reconstruction + Laplacian score at the concrete layer, each inversely weighted by its own magnitude"", ""seed_val_mses"": [0.000597, 0.00068], ""val_mse"": 0.000597}"
math500_r1distill8b_mn4096,math500,math,dpp_k6,fixed_k6,dpp,dpp.k6,25,6,high_band_power|dominant_freq|sw_var_peak_spilled|min_spilled|sw_var_peak_energy|varentropy,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""logdet"": -1.2105, ""note"": ""greedy log-det MAP; residual_variance[i] is the volume the i-th pick added, i.e. its variance orthogonal to the rest"", ""order"": [22, 14, 5, 17, 12, 3], ""p"": 25, ""residual_variance"": [1.0, 0.9992, 0.8754, 0.7705, 0.6757, 0.6545]}"
math500_r1distill8b_mn4096,math500,math,decorr_k6,fixed_k6,decorrelation,decorr_s6,25,6,high_band_power|stft_max_high_power|hurst_exponent|sw_var_peak_spilled|min_spilled|epr_energy,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""decorr"", ""size"": 6}"
math500_r1distill8b_mn4096,math500,math,upcrres_native,method_specific,upcr_residual,a1.upcrres_greedy,25,5,epr_spilled|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr,"{""path"": {""3"": {""cols"": [11, 21, 24], ""objective"": 0.003624029558616342}, ""4"": {""cols"": [11, 19, 21, 24], ""objective"": 0.0022201397326977765}, ""5"": {""cols"": [11, 19, 21, 23, 24], ""objective"": 0.0018141025296377503}, ""6"": {""cols"": [0, 11, 19, 21, 23, 24], ""objective"": 0.0020187870537960494}, ""7"": {""cols"": [0, 11, 15, 19, 21, 23, 24], ""objective"": 0.011043116095772318}, ""8"": {""cols"": [0, 11, 15, 19, 20, 21, 23, 24], ""objective"": 0.012010848074794122}}, ""scope"": ""U-PCR only; its own projection residual is the selector objective""}"
noise_gsm8k_mistral7b,gsm8k,math,full,baseline,full,full,25,25,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,{}
noise_gsm8k_mistral7b,gsm8k,math,dufs_native,native,dufs,a2.dufs_pf,25,16,epr|trace_length|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""feat_gate_means"": [1.747, 0.269, -1.083, -0.528, -1.159, 0.34, -0.21, 0.491, -1.074, 1.431, -1.156, 1.656, 1.707, -1.127, 1.62, 1.659, -1.123, -1.067, 1.575, 1.809, 1.747, 1.735, 1.737, 1.756, 1.737], ""n_selected"": 16, ""note"": ""DUFS Eq. (7) parameter-free variant: -tr[.]/(m*(sum_i P(Z_i>=0)+delta)); no lambda, no stability search. Delta vs a2.dufs isolates the cost of our label-free lambda rule.""}"
noise_gsm8k_mistral7b,gsm8k,math,groupfs_native,native,groupfs,a2.select,25,25,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""C"": 2, ""C_distortion"": {""2"": 0.5975, ""3"": 1.634, ""4"": 3.9051, ""5"": 4.0341, ""6"": 4.0246, ""7"": 3.8674, ""8"": 3.1672}, ""K_groups"": 2, ""feat_gates"": [1.718, 1.137, -0.371, 0.772, -0.823, 1.457, 0.749, 1.522, -0.839, 1.561, -0.889, 1.626, 1.676, -0.849, 1.582, 1.635, -0.672, -0.804, 1.554, 1.753, 1.697, 1.708, 1.697, 1.721, 1.705], ""lambda0"": 0.166892, ""lambda1"": 10.0, ""lambda_dufs"": 0.166892, ""lambda_stability"": {""0.083446"": 0.949, ""0.166892"": 0.957, ""0.333785"": 0.853}, ""n_selected"": 25, ""open_groups"": [0, 1], ""stability"": 0.957, ""subsampled_rows"": 1200}"
noise_gsm8k_mistral7b,gsm8k,math,lapscore_native,native,lapscore,lapscore_adapt,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""lapscore"", ""size"": 6}"
noise_gsm8k_mistral7b,gsm8k,math,spec_native,native,spec,spec_adapt,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""spec"", ""size"": 6}"
noise_gsm8k_mistral7b,gsm8k,math,mcfs_native,native,mcfs,mcfs_adapt,25,3,dominant_freq|logprob_margin|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""rule"": ""mcfs"", ""size"": 3}"
noise_gsm8k_mistral7b,gsm8k,math,cae_native,native,cae,a3.cae,25,5,spectral_entropy|hl_ratio|cusum_max|sw_var_peak_energy|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""adaptive"": true, ""curve"": {""3"": 0.3027, ""4"": 0.2532, ""5"": 0.2108, ""6"": 0.1797, ""7"": 0.152, ""8"": 0.1216}, ""k"": 5, ""stability_jaccard"": 0.587, ""val_mse"": 0.2108}"
noise_gsm8k_mistral7b,gsm8k,math,lscae_native,native,lscae,lscae,25,8,epr|spectral_centroid|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""grid_val_mse"": [0.000389, 0.000387, 0.000401, 0.000379, 0.000381, 0.00027], ""k_chosen"": 8, ""k_grid"": [3, 4, 5, 6, 7, 8], ""note"": ""size rule is OURS \u2014 the paper treats k as architectural"", ""val_mse"": 0.00027}"
noise_gsm8k_mistral7b,gsm8k,math,dpp_native,native,dpp,dpp,25,20,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|logprob_margin|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""n_selected"": 20, ""note"": ""stops when the best remaining view is already explained by the kept set (residual variance < tol). SIZE RULE IS OURS."", ""p"": 25, ""residual_variance"": [1.0, 0.9829, 0.9463, 0.9289, 0.8936, 0.8131, 0.7675, 0.7427, 0.5295, 0.4991, 0.4105, 0.3076, 0.2306, 0.1743, 0.1062, 0.0952, 0.0825, 0.07, 0.0675, 0.0636], ""tol"": 0.05}"
noise_gsm8k_mistral7b,gsm8k,math,dpp_ridge_native,native,dpp,dpp.ridge,25,22,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""jaccard_vs_dpp"": 0.909, ""n_selected"": 22, ""note"": ""C + ridge*I. A large disagreement with `dpp` means the un-ridged run was driven by numerical noise in the tail eigenvalues."", ""p"": 25, ""ridge"": 0.01, ""tol"": 0.05}"
noise_gsm8k_mistral7b,gsm8k,math,dufs_k6,fixed_k6,dufs,a2.dufs_pf_top6,25,6,epr|mean_top1_logprob|logprob_margin|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""six largest gate means"", ""source"": ""a2.dufs_pf""}"
noise_gsm8k_mistral7b,gsm8k,math,lapscore_k6,fixed_k6,lapscore,lapscore_s6,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""lapscore"", ""size"": 6}"
noise_gsm8k_mistral7b,gsm8k,math,spec_k6,fixed_k6,spec,spec_s6,25,6,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""spec"", ""size"": 6}"
noise_gsm8k_mistral7b,gsm8k,math,mcfs_k6,fixed_k6,mcfs,mcfs_s6,25,6,hl_ratio|dominant_freq|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""mcfs"", ""size"": 6}"
noise_gsm8k_mistral7b,gsm8k,math,cae_k6,fixed_k6,cae,a3.cae_k6,25,6,spectral_entropy|hl_ratio|stft_max_high_power|cusum_max|sw_var_peak_energy|mean_logprob_entropy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""stability_jaccard"": 0.516, ""val_mse"": 0.1797}"
noise_gsm8k_mistral7b,gsm8k,math,lscae_k6,fixed_k6,lscae,lscae.k6,25,6,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""n_selected"": 6, ""note"": ""LS-CAE Eq.(6): reconstruction + Laplacian score at the concrete layer, each inversely weighted by its own magnitude"", ""seed_val_mses"": [0.000379, 0.000381], ""val_mse"": 0.000379}"
noise_gsm8k_mistral7b,gsm8k,math,dpp_k6,fixed_k6,dpp,dpp.k6,25,6,spectral_entropy|dominant_freq|stft_max_high_power|hurst_exponent|sw_var_peak_energy|logprob_margin,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""k"": 6, ""logdet"": -0.4656, ""note"": ""greedy log-det MAP; residual_variance[i] is the volume the i-th pick added, i.e. its variance orthogonal to the rest"", ""order"": [2, 10, 17, 8, 20, 6], ""p"": 25, ""residual_variance"": [1.0, 0.9829, 0.9463, 0.9289, 0.8936, 0.8131]}"
noise_gsm8k_mistral7b,gsm8k,math,decorr_k6,fixed_k6,decorrelation,decorr_s6,25,6,spectral_entropy|high_band_power|stft_max_high_power|hurst_exponent|epr_energy|sw_var_peak_energy,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""rule"": ""decorr"", ""size"": 6}"
noise_gsm8k_mistral7b,gsm8k,math,upcrres_native,method_specific,upcr_residual,a1.upcrres_greedy,25,4,epr|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr,"{""path"": {""3"": {""cols"": [0, 19, 21], ""objective"": 0.004362855689982276}, ""4"": {""cols"": [0, 19, 21, 23], ""objective"": 0.002208759008102592}, ""5"": {""cols"": [0, 19, 21, 22, 23], ""objective"": 0.011308350243114575}, ""6"": {""cols"": [0, 12, 19, 21, 22, 23], ""objective"": 0.01865892549230953}, ""7"": {""cols"": [0, 12, 15, 19, 21, 22, 23], ""objective"": 0.022792768151649392}, ""8"": {""cols"": [0, 12, 15, 19, 20, 21, 22, 23], ""objective"": 0.02300668826464911}}, ""scope"": ""U-PCR only; its own projection residual is the selector objective""}"
noise_gsm8k_phi3mini,gsm8k,math,full,baseline,full,full,25,25,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,{}
noise_gsm8k_phi3mini,gsm8k,math,dufs_native,native,dufs,a2.dufs_pf,25,10,epr|hl_ratio|spectral_centroid|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,deployed_upcr|iu_pcr|su_pcr,"{""feat_gate_means"": [1.847, -1.189, -1.192, -0.123, -1.224, 0.951, -0.054, 0.921, -1.139, -0.997, -1.219, -0.463, 1.693, -1.169, -0.534, -1.203, -1.165, -1.175, -1.221, 1.813, 1.705, 1.811, 1.806, 1.723, 1.735], ""n_selected"": 10, ""note"": ""DUFS Eq. (7) parameter-free variant: -tr[.]/(m*(sum_i P(Z_i>=0)+delta)); no lambda, no stability search. Delta vs a2.dufs isolates the cost of our label-free lambda rule.""}"
