idx,cohort,cell,steps,tokens,step_share,rank_oracle,best_readout,contains_max,contains_top3,inside_minus_outside,rank_top10,rank_max,rank_mean,rank_median,rank_tophalf,rank_first4,rank_last4,rank_top3
3806,caught,pb_olympiadbench_q8,5,806,0.23325062034739455,1,top10,True,True,0.9358060121767511,1,1,5,2,2,5,2,1
3807,caught,pb_olympiadbench_q8,6,434,0.1912442396313364,1,top10,True,True,0.16313030584740273,1,1,1,1,1,1,1,1
3808,gate_blocked,pb_olympiadbench_q8,11,1131,0.11936339522546419,1,first4,True,True,0.4968767409057664,3,3,4,5,4,1,6,3
3809,gate_blocked,pb_olympiadbench_q8,4,275,0.24363636363636362,1,top10,True,True,1.3350760325525584,1,1,1,1,1,1,1,1
3810,caught,pb_olympiadbench_q8,11,827,0.10519951632406288,1,last4,True,True,0.8428580599169462,2,2,4,3,2,4,1,1
3811,loc_miss_closed,pb_olympiadbench_q8,15,827,0.06771463119709795,3,last4,False,False,-0.2366317647667402,13,8,13,13,12,9,3,13
3812,caught,pb_olympiadbench_q8,11,884,0.083710407239819,1,mean,False,False,-0.11836888614156948,4,3,1,1,1,1,1,5
3813,caught,pb_olympiadbench_q8,5,833,0.43577430972388953,1,top10,True,True,0.7891947786924449,1,1,2,2,3,4,2,1
3814,loc_miss_open,pb_olympiadbench_q8,19,1699,0.03825779870512066,1,last4,False,False,-0.059674842040182696,3,4,2,3,3,5,1,4
3815,caught,pb_olympiadbench_q8,10,1442,0.3640776699029126,4,top10,False,False,-0.17269191358299363,4,7,9,8,10,9,7,7
3816,caught,pb_olympiadbench_q8,8,1272,0.08254716981132075,1,first4,False,True,-0.0706150594412569,5,4,4,5,4,1,7,2
3817,loc_miss_open,pb_olympiadbench_q8,14,749,0.03204272363150868,1,mean,False,False,-0.359925171094164,7,13,1,2,2,8,1,10
3818,loc_miss_open,pb_olympiadbench_q8,8,495,0.06262626262626263,7,first4,False,False,-0.4114874213203388,8,8,8,8,8,7,8,8
3819,caught,pb_olympiadbench_q8,4,367,0.2670299727520436,1,top10,True,True,0.7655553024461637,1,1,2,2,2,4,2,1
3820,caught,pb_olympiadbench_q8,10,489,0.1329243353783231,1,last4,True,True,0.017715354320539056,3,3,5,6,4,2,1,3
3821,caught,pb_olympiadbench_q8,11,879,0.08532423208191127,2,tophalf,False,False,-0.07796086369042765,3,5,4,4,2,3,4,3
3822,caught,pb_olympiadbench_q8,11,901,0.11320754716981132,1,last4,True,True,0.1543967836364275,3,2,2,2,2,7,1,3
3823,caught,pb_olympiadbench_q8,6,805,0.0782608695652174,2,first4,False,True,-0.0032933325554784787,4,4,4,4,4,2,5,3
3824,caught,pb_olympiadbench_q8,6,762,0.42782152230971127,1,top10,True,True,0.5073243710651063,1,2,2,2,2,3,1,1
3825,loc_miss_open,pb_olympiadbench_q8,19,1421,0.06052076002814919,1,max,False,True,-0.011699604714852097,3,1,4,3,2,11,4,3
3826,gate_blocked,pb_olympiadbench_q8,10,1610,0.11180124223602485,1,last4,False,False,-0.4318289834954445,3,8,3,3,2,9,1,6
3827,caught,pb_olympiadbench_q8,5,431,0.345707656612529,1,top10,True,True,0.4916265818042884,1,3,1,1,1,1,2,1
3828,loc_miss_closed,pb_olympiadbench_q8,6,745,0.18523489932885906,2,first4,False,False,-0.2795199747205026,4,5,5,5,5,2,6,5
3829,caught,pb_olympiadbench_q8,8,545,0.12477064220183487,4,top10,False,False,-0.16317181938272562,4,5,5,5,5,6,7,5
3830,loc_miss_open,pb_olympiadbench_q8,6,702,0.19658119658119658,2,top10,False,False,-0.026717235414603024,2,2,2,2,2,4,2,2
3831,caught,pb_olympiadbench_q8,9,952,0.1407563025210084,2,max,False,True,-0.05465731508019944,3,2,7,7,4,2,2,2
3832,caught,pb_olympiadbench_q8,7,790,0.20253164556962025,4,top10,False,False,-0.08943650366752198,4,6,4,4,4,5,4,6
3833,caught,pb_olympiadbench_q8,6,1076,0.11152416356877323,1,tophalf,False,True,-0.0690541577195658,2,3,2,2,1,1,2,2
3834,caught,pb_olympiadbench_q8,4,547,0.42047531992687387,2,last4,True,True,0.47613602959308077,3,3,4,4,3,3,2,3
3835,gate_blocked,pb_olympiadbench_q8,16,1174,0.09028960817717206,1,last4,False,True,-0.0250312874680656,3,3,4,4,5,9,1,4
3836,caught,pb_olympiadbench_q8,9,684,0.19298245614035087,1,top3,True,True,0.020365636946157117,2,3,3,3,3,2,2,1
3837,caught,pb_olympiadbench_q8,10,1358,0.09057437407952872,5,mean,False,True,-0.09366144371131147,6,8,5,6,5,9,6,7
3838,loc_miss_open,pb_olympiadbench_q8,9,910,0.14395604395604394,2,last4,False,False,-0.3626724272787505,4,9,7,8,7,9,2,8
3839,caught,pb_olympiadbench_q8,22,889,0.07536557930258718,1,top10,True,True,0.5020770921813997,1,1,13,10,8,22,22,1
3840,caught,pb_olympiadbench_q8,5,442,0.22171945701357465,1,mean,True,True,0.33639611052320717,2,2,1,2,2,1,3,2
3841,loc_miss_closed,pb_olympiadbench_q8,5,581,0.15834767641996558,2,first4,False,False,-0.3409852316314268,4,5,4,3,4,2,3,4
3842,caught,pb_olympiadbench_q8,5,449,0.1447661469933185,1,median,True,True,0.27835387304727366,3,2,2,1,1,2,3,2
3843,loc_miss_open,pb_olympiadbench_q8,12,948,0.028481012658227847,3,first4,False,False,-0.01494818938353415,8,8,4,5,5,3,7,8
3844,caught,pb_olympiadbench_q8,16,757,0.09379128137384413,1,top10,True,True,0.6144361426655873,1,2,2,3,1,4,8,2
3845,loc_miss_closed,pb_olympiadbench_q8,23,1451,0.013094417643004824,1,mean,True,True,0.5774323466590543,4,3,1,1,2,3,3,3
3846,caught,pb_olympiadbench_q8,18,1555,0.08617363344051447,1,top10,True,True,0.008462550957678783,1,1,1,1,1,7,1,1
3847,gate_blocked,pb_olympiadbench_q8,10,632,0.1281645569620253,1,top10,False,True,-0.19878962917209808,1,3,1,1,1,5,1,1
3848,caught,pb_olympiadbench_q8,6,761,0.1747700394218134,1,top10,True,True,0.008786947707654758,1,1,2,1,1,3,1,1
3849,caught,pb_olympiadbench_q8,5,516,0.23062015503875968,1,top10,True,True,0.011148601971437744,1,1,1,1,1,1,2,1
3850,caught,pb_olympiadbench_q8,8,615,0.17235772357723578,1,mean,True,True,0.24899323147711883,2,2,1,1,2,1,2,2
3851,caught,pb_olympiadbench_q8,9,1108,0.10740072202166065,1,top10,True,True,0.13209530763786947,1,1,6,5,4,4,5,1
3852,gate_blocked,pb_olympiadbench_q8,5,263,0.23193916349809887,2,top10,True,True,0.14310570783183651,2,3,5,5,4,2,5,2
3853,caught,pb_olympiadbench_q8,13,1589,0.07614852108244179,2,max,True,True,0.10491198672541868,3,2,4,4,4,3,11,3
3854,caught,pb_olympiadbench_q8,6,592,0.19256756756756757,1,top10,True,True,0.13115850325992673,1,2,1,1,1,1,5,1
3855,caught,pb_olympiadbench_q8,8,624,0.28044871794871795,1,top10,True,True,0.07330414145992625,1,1,4,4,4,2,4,1
3856,caught,pb_olympiadbench_q8,5,500,0.394,1,top10,True,True,0.5770617047001045,1,1,1,1,1,1,3,1
3857,caught,pb_olympiadbench_q8,11,1208,0.12996688741721854,1,top10,True,True,0.19310346961042146,1,2,1,1,1,6,1,1
3858,caught,pb_olympiadbench_q8,10,1397,0.1732283464566929,1,top10,True,True,0.2027496392884025,1,2,9,9,2,5,8,1
3859,caught,pb_olympiadbench_q8,4,780,0.46153846153846156,1,top10,True,True,0.32089290181333574,1,1,2,2,2,2,3,1
3860,gate_blocked,pb_olympiadbench_q8,4,704,0.31676136363636365,1,top10,True,True,0.9824368546910147,1,1,1,1,1,3,1,1
3861,caught,pb_olympiadbench_q8,6,1193,0.15758591785414922,1,top10,False,True,-0.022896621598832212,1,3,1,1,1,1,3,1
3862,caught,pb_olympiadbench_q8,11,996,0.20983935742971888,1,top10,True,True,0.20814695564700347,1,1,5,5,5,1,6,1
3863,caught,pb_olympiadbench_q8,5,347,0.2564841498559078,1,top10,True,True,0.7784028258879041,1,2,1,1,1,2,1,1
3864,loc_miss_open,pb_olympiadbench_q8,11,824,0.09587378640776699,2,mean,False,True,-0.1755744858953916,3,5,2,2,2,7,7,3
3865,caught,pb_olympiadbench_q8,5,279,0.16845878136200718,1,first4,False,True,-0.02841551409122589,2,2,2,2,2,1,5,3
3866,caught,pb_olympiadbench_q8,10,1725,0.08347826086956522,1,max,True,True,0.23174116403724065,3,1,4,5,3,10,6,2
3867,caught,pb_olympiadbench_q8,14,1107,0.1011743450767841,1,top10,True,True,0.19589797057750769,1,4,3,3,4,2,4,3
3868,gate_blocked,pb_olympiadbench_q8,5,430,0.22790697674418606,1,mean,False,True,-0.08820747160433062,2,2,1,1,1,3,3,2
3869,caught,pb_olympiadbench_q8,14,1710,0.08304093567251462,1,top10,True,True,0.13108306681820991,1,1,4,3,2,9,13,1
3870,caught,pb_olympiadbench_q8,5,363,0.24793388429752067,1,last4,False,True,-0.05144529625106142,2,2,3,3,2,3,1,2
3871,caught,pb_olympiadbench_q8,8,661,0.14977307110438728,1,mean,True,True,0.47306618195207184,2,4,1,1,1,1,2,3
3872,caught,pb_olympiadbench_q8,5,818,0.20048899755501223,1,tophalf,True,True,0.28840386200501866,2,2,2,2,1,3,1,2
3873,caught,pb_olympiadbench_q8,13,953,0.2088142707240294,1,top10,True,True,0.4661918713594204,1,1,4,4,3,12,5,1
3874,caught,pb_olympiadbench_q8,6,487,0.1704312114989733,1,top10,True,True,0.39975893909204707,1,1,1,1,1,5,1,1
3875,gate_blocked,pb_olympiadbench_q8,8,684,0.4605263157894737,1,last4,False,False,-0.24075070450409353,2,6,7,7,6,6,1,5
3876,loc_miss_closed,pb_olympiadbench_q8,8,499,0.10220440881763528,3,first4,True,True,0.6566550711058889,5,5,7,7,6,3,4,5
3877,caught,pb_olympiadbench_q8,5,405,0.2419753086419753,2,top10,True,True,0.022620359644035748,2,3,4,3,3,3,3,3
3878,caught,pb_olympiadbench_q8,5,477,0.2431865828092243,1,top10,True,True,0.2621844158364821,1,1,2,1,1,2,1,1
3879,loc_miss_open,pb_olympiadbench_q8,8,949,0.10748155953635406,3,first4,False,False,-0.06440955201387788,7,7,7,6,8,3,7,7
3880,caught,pb_olympiadbench_q8,6,781,0.1677336747759283,1,tophalf,True,True,0.24839550804042831,2,2,2,2,1,2,1,2
3881,caught,pb_olympiadbench_q8,8,1243,0.29927594529364443,1,top10,True,True,1.022921458064368,1,1,1,1,1,4,1,1
3882,gate_blocked,pb_olympiadbench_q8,4,511,0.38747553816046965,1,max,True,True,0.13802505891639605,2,1,3,3,4,2,3,1
3883,gate_blocked,pb_olympiadbench_q8,11,609,0.08702791461412152,1,top10,True,True,0.38529805451895216,1,3,1,1,1,7,1,1
3884,caught,pb_olympiadbench_q8,6,702,0.19515669515669515,1,top10,True,True,0.7051971988371655,1,1,1,1,1,3,5,1
3885,caught,pb_olympiadbench_q8,9,1758,0.12116040955631399,1,top10,False,True,-0.006684402749591367,1,2,3,3,3,1,7,1
3886,caught,pb_olympiadbench_q8,8,1339,0.12247946228528753,1,first4,False,False,-0.08580486571905754,5,4,6,6,6,1,1,4
3887,caught,pb_olympiadbench_q8,4,464,0.33620689655172414,1,top10,True,True,1.3225778530285792,1,1,1,1,1,3,2,1
3888,caught,pb_olympiadbench_q8,10,872,0.0871559633027523,4,last4,False,False,-0.19614622337352872,10,10,10,10,10,9,4,10
3889,caught,pb_olympiadbench_q8,11,1294,0.20942812982998454,1,top10,True,True,0.016302463148080815,1,2,3,2,1,4,5,1
3890,gate_blocked,pb_olympiadbench_q8,8,781,0.31626120358514725,1,top10,False,True,-0.01963740349551024,1,2,5,6,5,3,7,2
3891,caught,pb_olympiadbench_q8,10,736,0.11277173913043478,1,max,True,True,0.03604853400313823,5,1,7,8,5,2,10,3
3892,caught,pb_olympiadbench_q8,5,1066,0.33864915572232646,2,first4,True,True,0.011644175660369127,3,4,4,4,4,2,4,4
3893,caught,pb_olympiadbench_q8,11,1321,0.1461014383043149,4,top10,True,True,0.0024079464075592583,4,8,4,4,5,8,5,7
3894,caught,pb_olympiadbench_q8,4,452,0.3805309734513274,1,mean,True,True,0.11151601414235657,2,3,1,3,1,3,1,3
3895,caught,pb_olympiadbench_q8,6,637,0.260596546310832,1,first4,False,True,-0.0246070174699502,2,2,4,4,4,1,1,2
3896,loc_miss_open,pb_olympiadbench_q8,11,1217,0.16105176663927692,3,first4,False,False,-0.13617432836017418,4,6,4,4,5,3,9,4
3897,caught,pb_olympiadbench_q8,9,665,0.10225563909774436,2,top10,True,True,0.8622899258535615,2,2,5,5,2,5,5,2
3898,caught,pb_olympiadbench_q8,7,447,0.17225950782997762,1,top10,True,True,0.4662755949006385,1,1,1,1,1,5,1,1
3899,caught,pb_olympiadbench_q8,14,1049,0.1801715919923737,2,first4,False,True,-0.016491343847187645,3,5,3,4,5,2,4,4
3900,caught,pb_olympiadbench_q8,11,1041,0.10854947166186359,2,top10,False,False,-0.036263139123354104,2,2,4,2,3,5,9,3
3901,loc_miss_open,pb_olympiadbench_q8,6,617,0.15235008103727715,3,top10,False,False,-0.1580130215502895,3,5,3,3,3,3,4,5
3902,caught,pb_olympiadbench_q8,6,804,0.2835820895522388,1,top10,True,True,0.2994180286009489,1,1,2,2,1,3,2,1
3903,caught,pb_olympiadbench_q8,9,777,0.1287001287001287,1,top10,True,True,0.47021111163399,1,1,2,3,3,6,2,1
3904,caught,pb_olympiadbench_q8,12,1022,0.02054794520547945,1,mean,False,True,-0.08518020567347895,2,2,1,1,1,3,1,1
3905,caught,pb_olympiadbench_q8,19,1477,0.052132701421800945,1,max,False,True,-0.027996112664666617,8,1,10,10,11,15,7,1
3906,gate_blocked,pb_olympiadbench_q8,4,494,0.3522267206477733,1,top10,True,True,0.04814029355660998,1,2,1,1,1,3,1,2
3907,caught,pb_olympiadbench_q8,7,703,0.155049786628734,1,mean,True,True,0.12258329068113794,3,4,1,1,1,1,1,3
3908,loc_miss_open,pb_olympiadbench_q8,12,1081,0.05550416281221091,1,mean,False,True,-0.02474470408897389,3,6,1,1,1,3,4,4
3909,caught,pb_olympiadbench_q8,7,1207,0.1507870753935377,4,top10,False,True,-0.07030259016074858,4,6,5,6,5,5,6,5
3910,loc_miss_closed,pb_olympiadbench_q8,4,210,0.19523809523809524,1,mean,False,False,-0.22438045821366615,3,4,1,1,1,2,1,3
3911,caught,pb_olympiadbench_q8,13,924,0.20238095238095238,2,top10,False,True,-0.010109848864656712,2,2,9,8,9,4,3,4
3912,loc_miss_open,pb_olympiadbench_q8,8,704,0.078125,4,mean,False,False,-0.25772368945406265,8,8,4,5,6,4,5,8
3913,caught,pb_olympiadbench_q8,5,340,0.3058823529411765,1,top10,True,True,0.011068803117340265,1,2,1,1,1,1,4,2
3914,caught,pb_olympiadbench_q8,6,380,0.39473684210526316,1,top10,True,True,0.24465590269192417,1,1,1,1,1,2,1,1
3915,loc_miss_closed,pb_olympiadbench_q8,8,434,0.1728110599078341,3,mean,False,False,-0.14940017327808164,4,5,3,3,4,7,4,4
3916,caught,pb_olympiadbench_q8,7,860,0.2744186046511628,2,median,True,True,0.0028277980380413403,3,4,4,2,3,5,3,3
3917,loc_miss_open,pb_olympiadbench_q8,8,1049,0.03145853193517636,2,mean,False,False,-0.16597819917680434,3,5,2,2,2,3,4,4
3918,caught,pb_olympiadbench_q8,7,831,0.2719614921780987,3,tophalf,False,True,-0.01953499238705536,4,5,5,4,3,6,6,5
3919,caught,pb_olympiadbench_q8,11,619,0.13570274636510501,2,top10,False,True,-0.015451626909843919,2,5,6,5,6,7,2,5
3920,loc_miss_open,pb_olympiadbench_q8,12,1158,0.12435233160621761,5,top3,False,True,-0.11290804268978105,7,6,12,12,10,8,11,5
3921,caught,pb_olympiadbench_q8,10,1006,0.1172962226640159,1,first4,False,True,-0.020616216336533766,6,8,6,7,6,1,1,6
3922,caught,pb_olympiadbench_q8,4,598,0.5,1,max,True,True,0.44583721210068283,2,1,4,4,3,4,2,2
3923,loc_miss_open,pb_olympiadbench_q8,23,889,0.04274465691788527,2,max,True,True,0.08083706319743778,3,2,4,6,3,3,7,3
3924,loc_miss_open,pb_olympiadbench_q8,9,749,0.06275033377837116,4,last4,False,False,-0.2414686603081717,8,7,7,6,8,9,4,7
3925,caught,pb_olympiadbench_q8,7,841,0.3555291319857313,1,max,True,True,0.013386946767234065,2,1,2,2,2,1,1,1
3926,gate_blocked,pb_olympiadbench_q8,17,903,0.11960132890365449,1,top10,False,True,-0.03482847315520887,1,2,3,6,3,8,9,1
3927,caught,pb_olympiadbench_q8,5,314,0.5222929936305732,1,top10,True,True,0.5848553108736323,1,2,4,5,4,1,3,2
3928,gate_blocked,pb_olympiadbench_q8,6,860,0.21046511627906977,5,top10,False,False,-0.24361655357360013,5,5,5,5,6,5,6,5
3929,loc_miss_open,pb_olympiadbench_q8,16,840,0.07380952380952381,2,mean,False,False,-0.1236888668794145,4,5,2,2,4,2,12,4
3930,caught,pb_olympiadbench_q8,5,466,0.24248927038626608,1,mean,True,True,0.3471119636724973,3,3,1,1,1,2,1,3
3931,caught,pb_olympiadbench_q8,16,1109,0.09648331830477908,2,max,False,True,-0.0800484695668775,4,2,13,13,13,8,14,2
3932,caught,pb_olympiadbench_q8,8,447,0.16331096196868009,1,top10,True,True,0.23402856333128108,1,2,5,4,4,4,2,3
3933,caught,pb_olympiadbench_q8,6,632,0.17088607594936708,1,last4,False,True,-0.07399295167895747,2,4,3,3,3,6,1,4
3934,loc_miss_closed,pb_olympiadbench_q8,10,637,0.12244897959183673,3,top10,False,False,-0.3259168494633262,3,7,4,5,5,8,7,5
3935,gate_blocked,pb_olympiadbench_q8,7,788,0.11040609137055837,2,top10,False,False,-0.24779620641466704,2,3,4,2,2,4,7,3
3936,gate_blocked,pb_olympiadbench_q8,9,778,0.35475578406169667,2,top10,True,True,0.12614616478559926,2,3,5,6,5,4,5,4
3937,caught,pb_olympiadbench_q8,18,1560,0.06217948717948718,5,last4,False,False,-0.07813041691961153,7,10,8,7,6,13,5,9
3938,caught,pb_olympiadbench_q8,7,1091,0.1851512373968836,1,mean,True,True,0.02420171860246989,3,2,1,1,1,2,1,2
3939,caught,pb_olympiadbench_q8,5,649,0.29892141756548535,2,top10,True,True,0.0639934271925986,2,2,5,5,4,5,5,2
3940,gate_blocked,pb_olympiadbench_q8,7,958,0.13883089770354906,1,top10,True,True,0.18040993856795895,1,1,5,5,3,1,5,1
3941,gate_blocked,pb_olympiadbench_q8,7,416,0.13942307692307693,5,max,False,False,-0.4285370445716319,6,5,7,7,6,5,5,6
3942,caught,pb_olympiadbench_q8,8,669,0.11210762331838565,2,first4,True,True,0.28497792056073434,3,4,5,5,5,2,5,3
3943,caught,pb_olympiadbench_q8,7,622,0.17041800643086816,2,top10,False,False,-0.06372927062126177,2,3,5,6,5,4,5,3
3944,caught,pb_olympiadbench_q8,9,1201,0.10657785179017486,1,top10,True,True,0.3640811117935936,1,4,1,1,1,5,1,1
3945,gate_blocked,pb_olympiadbench_q8,13,1195,0.09874476987447699,1,first4,False,True,-0.01941667314438078,2,3,3,3,4,1,4,3
3946,caught,pb_olympiadbench_q8,6,424,0.3608490566037736,1,top10,True,True,0.024140904044106737,1,2,2,2,2,5,1,2
3947,loc_miss_open,pb_olympiadbench_q8,14,1450,0.03517241379310345,1,median,False,True,-0.154108358278346,6,7,3,1,2,3,6,5
3948,loc_miss_open,pb_olympiadbench_q8,6,576,0.1232638888888889,3,top10,False,False,-0.03581873362619126,3,4,3,3,3,4,3,5
3949,caught,pb_olympiadbench_q8,5,623,0.24237560192616373,1,top10,True,True,0.3581623978791004,1,1,2,2,2,1,1,1
3950,loc_miss_open,pb_olympiadbench_q8,13,1006,0.042743538767395624,5,median,False,False,-0.495145303732061,9,13,6,5,7,11,6,12
3951,caught,pb_olympiadbench_q8,6,701,0.268188302425107,1,top10,False,True,-0.048282266108866434,1,2,3,3,2,2,6,2
3952,caught,pb_olympiadbench_q8,7,438,0.2694063926940639,3,first4,False,True,-0.11553596191339177,4,6,5,5,4,3,3,6
3953,loc_miss_closed,pb_olympiadbench_q8,8,744,0.13709677419354838,3,top10,False,False,-0.21725007152513176,3,5,6,6,6,5,6,5
3954,caught,pb_olympiadbench_q8,4,689,0.4107402031930334,1,top10,True,True,0.6976318165248503,1,1,2,2,2,2,2,1
3955,gate_blocked,pb_olympiadbench_q8,7,583,0.20754716981132076,1,top10,True,True,0.058775940781431224,1,2,4,4,3,6,2,1
3956,loc_miss_closed,pb_olympiadbench_q8,17,738,0.052845528455284556,2,last4,False,False,-0.7362876361903095,11,12,9,10,12,14,2,11
3957,caught,pb_olympiadbench_q8,21,1381,0.04561911658218682,5,max,True,True,0.06817732214173056,6,5,12,13,5,9,15,5
3958,caught,pb_olympiadbench_q8,4,341,0.2434017595307918,2,top10,True,True,0.27975721808108744,2,2,2,2,2,3,4,2
3959,caught,pb_olympiadbench_q8,10,626,0.2827476038338658,2,top10,False,True,-0.010550767555227214,2,2,3,3,5,5,2,2
3960,loc_miss_closed,pb_olympiadbench_q8,5,527,0.19734345351043645,1,mean,True,True,0.08184540438553345,2,2,1,1,1,1,2,2
3961,caught,pb_olympiadbench_q8,10,1042,0.11900191938579655,2,last4,True,True,0.9335415229082171,4,5,5,5,5,4,2,5
3962,caught,pb_olympiadbench_q8,20,1277,0.06499608457321848,3,max,False,True,-0.02804730978203418,5,3,4,4,8,3,3,6
3963,loc_miss_closed,pb_olympiadbench_q8,6,823,0.18469015795868773,3,last4,False,False,-0.061517966521600354,5,5,6,5,6,4,3,5
3964,gate_blocked,pb_olympiadbench_q8,7,405,0.24938271604938272,1,top10,True,True,0.06638599666858314,1,1,3,4,3,5,1,1
3965,gate_blocked,pb_olympiadbench_q8,4,371,0.46630727762803237,1,top10,True,True,1.3164797186615553,1,1,2,2,2,2,1,1
3966,caught,pb_olympiadbench_q8,5,1042,0.30134357005758156,1,top10,True,True,1.0976630565663186,1,1,5,5,5,5,4,1
3967,caught,pb_olympiadbench_q8,14,1374,0.08224163027656478,2,first4,False,True,-0.04044139269597857,4,4,5,5,4,2,4,4
3968,caught,pb_olympiadbench_q8,6,1189,0.2708158116063919,1,top10,False,True,-0.04797896882743502,1,2,4,4,3,1,5,2
3969,caught,pb_olympiadbench_q8,20,1837,0.0783886771910724,14,top10,False,False,-0.255218060443386,14,15,18,18,18,19,16,14
3970,caught,pb_olympiadbench_q8,6,1268,0.12460567823343849,1,top10,True,True,0.15142759693347685,1,2,1,1,1,1,3,2
3971,loc_miss_open,pb_olympiadbench_q8,6,740,0.1662162162162162,1,first4,False,False,-0.047675658651020525,2,5,2,2,2,1,4,3
3972,loc_miss_closed,pb_olympiadbench_q8,12,576,0.0642361111111111,2,max,False,True,-0.023312521079027038,4,2,2,2,3,6,2,3
3973,loc_miss_open,pb_olympiadbench_q8,9,1206,0.07960199004975124,1,last4,False,False,-0.08005225539414851,7,6,4,4,5,4,1,7
3974,caught,pb_olympiadbench_q8,6,419,0.2243436754176611,1,top10,True,True,0.09828197154772433,1,1,3,3,3,4,1,1
3975,caught,pb_olympiadbench_q8,14,1001,0.23876123876123875,1,top10,False,True,-0.01252999463036919,1,3,7,7,9,2,6,1
3976,caught,pb_olympiadbench_q8,21,972,0.05555555555555555,2,last4,False,False,-0.5421333587992916,5,14,8,5,5,6,2,8
3977,caught,pb_olympiadbench_q8,5,575,0.21739130434782608,1,first4,True,True,0.2756320826063581,2,2,3,4,4,1,2,3
3978,gate_blocked,pb_olympiadbench_q8,5,529,0.42911153119092627,1,max,True,True,0.8713064843126563,2,1,2,1,3,2,1,2
3979,loc_miss_open,pb_olympiadbench_q8,6,516,0.12015503875968993,1,last4,True,True,0.0024497204843978437,2,3,2,2,2,2,1,2
3980,loc_miss_open,pb_olympiadbench_q8,8,756,0.11507936507936507,2,first4,False,True,-0.048692057862939286,4,4,5,6,4,2,4,4
3981,caught,pb_olympiadbench_q8,8,511,0.16634050880626222,2,first4,False,True,-0.11001667239662005,6,7,3,6,6,2,2,7
3982,caught,pb_olympiadbench_q8,5,740,0.3081081081081081,1,mean,True,True,0.018312942460634973,2,3,1,1,1,2,4,3
3983,caught,pb_olympiadbench_q8,5,691,0.16353111432706222,1,max,True,True,0.4183696399524368,4,1,5,4,5,5,4,1
3984,caught,pb_olympiadbench_q8,6,634,0.1971608832807571,1,top10,True,True,0.3352209907426995,1,1,3,3,2,5,5,1
3985,loc_miss_open,pb_olympiadbench_q8,18,1684,0.11520190023752969,4,max,False,True,-0.01172834305883974,5,4,10,10,12,5,7,4
3986,loc_miss_open,pb_olympiadbench_q8,20,1181,0.028789161727349702,2,last4,False,False,-0.19096462437421113,9,14,8,8,6,11,2,11
3987,caught,pb_olympiadbench_q8,9,750,0.2733333333333333,2,top10,True,True,0.11858571211180768,2,5,5,5,6,2,8,3
3988,loc_miss_closed,pb_olympiadbench_q8,6,509,0.16895874263261296,1,last4,False,True,-0.03840093526513977,3,6,5,5,4,3,1,4
3989,caught,pb_olympiadbench_q8,11,1014,0.05917159763313609,1,median,False,True,-0.08296723355692048,5,6,4,1,4,2,2,5
3990,gate_blocked,pb_olympiadbench_q8,18,1271,0.0959874114870181,1,top10,True,True,0.052209069455826373,1,1,1,1,1,3,1,1
3991,caught,pb_olympiadbench_q8,10,895,0.14972067039106146,1,top10,True,True,0.12912960498892545,1,2,3,2,1,2,4,1
3992,caught,pb_olympiadbench_q8,10,935,0.08983957219251337,1,mean,True,True,0.1319226638765647,3,3,1,1,1,3,1,3
3993,caught,pb_olympiadbench_q8,8,763,0.12844036697247707,1,top10,False,True,-0.017060456633852583,1,1,1,2,1,1,1,1
3994,loc_miss_closed,pb_olympiadbench_q8,10,544,0.09926470588235294,2,last4,False,False,-0.42606198928182737,9,10,9,9,9,8,2,10
3995,loc_miss_open,pb_olympiadbench_q8,10,717,0.09344490934449093,5,top10,False,False,-0.14718225340775914,5,7,7,8,8,5,7,5
3996,loc_miss_open,pb_olympiadbench_q8,9,808,0.06683168316831684,7,top10,False,True,-0.022991110133212977,7,7,8,8,8,8,7,7
3997,caught,pb_olympiadbench_q8,9,1920,0.15885416666666666,2,max,False,True,-0.05879028645721318,4,2,8,7,6,7,7,2
3998,caught,pb_olympiadbench_q8,8,735,0.17414965986394557,1,first4,False,True,-0.016769109223638834,2,3,2,2,2,1,3,4
3999,caught,pb_olympiadbench_q8,9,672,0.12946428571428573,1,mean,True,True,0.18347652501001877,4,4,1,1,1,4,4,4
4000,caught,pb_olympiadbench_q8,8,1093,0.1171088746569076,1,max,True,True,0.3493314852912781,4,1,8,8,8,8,8,2
4001,caught,pb_olympiadbench_q8,7,1185,0.17890295358649788,1,top10,True,True,0.4997731322038592,1,1,4,4,4,5,1,1
4002,caught,pb_olympiadbench_q8,8,713,0.15568022440392706,3,top10,False,True,-0.12294806710696804,3,5,4,4,4,4,4,3
4003,gate_blocked,pb_olympiadbench_q8,9,1224,0.10784313725490197,3,top10,False,True,-0.06876298992638352,3,3,5,5,5,4,5,3
4004,loc_miss_open,pb_olympiadbench_q8,21,1815,0.06115702479338843,6,top10,False,False,-0.15076151644146574,6,7,18,18,16,8,6,8
4005,caught,pb_olympiadbench_q8,6,360,0.125,1,top10,True,True,0.5065015754810642,1,2,2,1,1,1,5,2
4006,loc_miss_open,pb_olympiadbench_q8,6,627,0.1722488038277512,2,last4,False,True,-0.05700397286904901,4,5,4,5,5,4,2,4
4007,caught,pb_olympiadbench_q8,5,435,0.22758620689655173,1,mean,True,True,0.20276113716882227,2,2,1,1,1,1,2,2
4008,gate_blocked,pb_olympiadbench_q8,4,631,0.34231378763866877,2,top10,True,True,0.08042291587511796,2,2,2,2,2,2,4,2
