cell,group,C,lambda1,tau,readout,n_selected,auroc,good6,seconds
math500_qwenmath7b,math,4,1.0,anneal_10_1e-2,group_median,23,0.8882479716024341,0.8900862068965518,1.06
math500_qwenmath7b,math,4,1.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.06
math500_qwenmath7b,math,4,1.0,flat_1.0,group_median,28,0.9060598377281948,0.8900862068965518,1.03
math500_qwenmath7b,math,4,1.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.03
math500_qwenmath7b,math,4,10.0,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.04
math500_qwenmath7b,math,4,10.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.04
math500_qwenmath7b,math,4,10.0,flat_1.0,group_median,28,0.9060598377281948,0.8900862068965518,1.06
math500_qwenmath7b,math,4,10.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.06
math500_qwenmath7b,math,4,100.0,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.11
math500_qwenmath7b,math,4,100.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.11
math500_qwenmath7b,math,4,100.0,flat_1.0,group_median,28,0.9060598377281948,0.8900862068965518,1.03
math500_qwenmath7b,math,4,100.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.03
math500_qwenmath7b,math,5,0.1,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.17
math500_qwenmath7b,math,5,0.1,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.17
math500_qwenmath7b,math,5,0.1,flat_1.0,group_median,28,0.9060598377281948,0.8900862068965518,1.12
math500_qwenmath7b,math,5,0.1,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.12
math500_qwenmath7b,math,5,1.0,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.06
math500_qwenmath7b,math,5,1.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.06
math500_qwenmath7b,math,5,1.0,flat_1.0,group_median,28,0.9060598377281948,0.8900862068965518,1.24
math500_qwenmath7b,math,5,1.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.24
math500_qwenmath7b,math,5,10.0,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.07
math500_qwenmath7b,math,5,10.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.07
math500_qwenmath7b,math,5,10.0,flat_1.0,group_median,28,0.9060598377281948,0.8900862068965518,2.17
math500_qwenmath7b,math,5,10.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,2.17
math500_qwenmath7b,math,5,100.0,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.52
math500_qwenmath7b,math,5,100.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.52
math500_qwenmath7b,math,5,100.0,flat_1.0,group_median,28,0.9060598377281948,0.8900862068965518,1.06
math500_qwenmath7b,math,5,100.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.06
math500_qwenmath7b,math,6,0.1,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.07
math500_qwenmath7b,math,6,0.1,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.07
math500_qwenmath7b,math,6,0.1,flat_1.0,group_median,23,0.9127155172413793,0.8900862068965518,1.06
math500_qwenmath7b,math,6,0.1,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.06
math500_qwenmath7b,math,6,1.0,anneal_10_1e-2,group_median,23,0.9127155172413793,0.8900862068965518,1.2
math500_qwenmath7b,math,6,1.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.2
math500_qwenmath7b,math,6,1.0,flat_1.0,group_median,23,0.9127155172413793,0.8900862068965518,1.1
math500_qwenmath7b,math,6,1.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.1
math500_qwenmath7b,math,6,10.0,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.14
math500_qwenmath7b,math,6,10.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.14
math500_qwenmath7b,math,6,10.0,flat_1.0,group_median,23,0.9127155172413793,0.8900862068965518,1.13
math500_qwenmath7b,math,6,10.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.13
math500_qwenmath7b,math,6,100.0,anneal_10_1e-2,group_median,23,0.9127155172413793,0.8900862068965518,1.12
math500_qwenmath7b,math,6,100.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.12
math500_qwenmath7b,math,6,100.0,flat_1.0,group_median,23,0.9127155172413793,0.8900862068965518,1.22
math500_qwenmath7b,math,6,100.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.22
math500_qwenmath7b,math,7,0.1,anneal_10_1e-2,group_median,23,0.8882479716024341,0.8900862068965518,1.19
math500_qwenmath7b,math,7,0.1,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.19
math500_qwenmath7b,math,7,0.1,flat_1.0,group_median,23,0.8882479716024341,0.8900862068965518,1.04
math500_qwenmath7b,math,7,0.1,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.04
math500_qwenmath7b,math,7,1.0,anneal_10_1e-2,group_median,23,0.8882479716024341,0.8900862068965518,1.07
math500_qwenmath7b,math,7,1.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.07
math500_qwenmath7b,math,7,1.0,flat_1.0,group_median,23,0.8882479716024341,0.8900862068965518,1.14
math500_qwenmath7b,math,7,1.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.14
math500_qwenmath7b,math,7,10.0,anneal_10_1e-2,group_median,23,0.8882479716024341,0.8900862068965518,1.05
math500_qwenmath7b,math,7,10.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.05
math500_qwenmath7b,math,7,10.0,flat_1.0,group_median,23,0.8882479716024341,0.8900862068965518,1.09
math500_qwenmath7b,math,7,10.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.09
math500_qwenmath7b,math,7,100.0,anneal_10_1e-2,group_median,23,0.8882479716024341,0.8900862068965518,1.13
math500_qwenmath7b,math,7,100.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.13
math500_qwenmath7b,math,7,100.0,flat_1.0,group_median,23,0.8882479716024341,0.8900862068965518,1.06
math500_qwenmath7b,math,7,100.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.06
math500_qwenmath7b,math,8,0.1,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.04
math500_qwenmath7b,math,8,0.1,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.04
math500_qwenmath7b,math,8,0.1,flat_1.0,group_median,26,0.9044117647058822,0.8900862068965518,1.1
math500_qwenmath7b,math,8,0.1,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.1
math500_qwenmath7b,math,8,1.0,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.03
math500_qwenmath7b,math,8,1.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.03
math500_qwenmath7b,math,8,1.0,flat_1.0,group_median,24,0.9093559837728195,0.8900862068965518,1.01
math500_qwenmath7b,math,8,1.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.01
math500_qwenmath7b,math,8,10.0,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.05
math500_qwenmath7b,math,8,10.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.05
math500_qwenmath7b,math,8,10.0,flat_1.0,group_median,28,0.9060598377281948,0.8900862068965518,1.06
math500_qwenmath7b,math,8,10.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.06
math500_qwenmath7b,math,8,100.0,anneal_10_1e-2,group_median,28,0.9060598377281948,0.8900862068965518,1.03
math500_qwenmath7b,math,8,100.0,anneal_10_1e-2,per_feature,24,0.904728701825558,0.8900862068965518,1.03
math500_qwenmath7b,math,8,100.0,flat_1.0,group_median,24,0.9093559837728195,0.8900862068965518,1.04
math500_qwenmath7b,math,8,100.0,flat_1.0,per_feature,24,0.904728701825558,0.8900862068965518,1.04
math500_r1distill8b,math,2,0.1,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,1.0
math500_r1distill8b,math,2,0.1,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.0
math500_r1distill8b,math,2,0.1,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.0
math500_r1distill8b,math,2,0.1,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.0
math500_r1distill8b,math,2,1.0,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,1.05
math500_r1distill8b,math,2,1.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.05
math500_r1distill8b,math,2,1.0,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.2
math500_r1distill8b,math,2,1.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.2
math500_r1distill8b,math,2,10.0,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,1.19
math500_r1distill8b,math,2,10.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.19
math500_r1distill8b,math,2,10.0,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.02
math500_r1distill8b,math,2,10.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.02
math500_r1distill8b,math,2,100.0,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,1.02
math500_r1distill8b,math,2,100.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.02
math500_r1distill8b,math,2,100.0,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.18
math500_r1distill8b,math,2,100.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.18
math500_r1distill8b,math,3,0.1,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,1.05
math500_r1distill8b,math,3,0.1,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.05
math500_r1distill8b,math,3,0.1,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.08
math500_r1distill8b,math,3,0.1,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.08
math500_r1distill8b,math,3,1.0,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,1.21
math500_r1distill8b,math,3,1.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.21
math500_r1distill8b,math,3,1.0,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.15
math500_r1distill8b,math,3,1.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.15
math500_r1distill8b,math,3,10.0,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,0.99
math500_r1distill8b,math,3,10.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,0.99
math500_r1distill8b,math,3,10.0,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.07
math500_r1distill8b,math,3,10.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.07
math500_r1distill8b,math,3,100.0,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,1.03
math500_r1distill8b,math,3,100.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.03
math500_r1distill8b,math,3,100.0,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.07
math500_r1distill8b,math,3,100.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.07
math500_r1distill8b,math,4,0.1,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,1.07
math500_r1distill8b,math,4,0.1,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.07
math500_r1distill8b,math,4,0.1,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.07
math500_r1distill8b,math,4,0.1,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.07
math500_r1distill8b,math,4,1.0,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,1.01
math500_r1distill8b,math,4,1.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.01
math500_r1distill8b,math,4,1.0,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.04
math500_r1distill8b,math,4,1.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.04
math500_r1distill8b,math,4,10.0,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,1.06
math500_r1distill8b,math,4,10.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.06
math500_r1distill8b,math,4,10.0,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.05
math500_r1distill8b,math,4,10.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.05
math500_r1distill8b,math,4,100.0,anneal_10_1e-2,group_median,28,0.8413931753966528,0.8357422299500108,1.96
math500_r1distill8b,math,4,100.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.96
math500_r1distill8b,math,4,100.0,flat_1.0,group_median,28,0.8413931753966528,0.8357422299500108,1.42
math500_r1distill8b,math,4,100.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.42
math500_r1distill8b,math,5,0.1,anneal_10_1e-2,group_median,21,0.8338404694631601,0.8357422299500108,1.37
math500_r1distill8b,math,5,0.1,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.37
math500_r1distill8b,math,5,0.1,flat_1.0,group_median,21,0.8338404694631601,0.8357422299500108,1.01
math500_r1distill8b,math,5,0.1,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.01
math500_r1distill8b,math,5,1.0,anneal_10_1e-2,group_median,21,0.8338404694631601,0.8357422299500108,1.12
math500_r1distill8b,math,5,1.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.12
math500_r1distill8b,math,5,1.0,flat_1.0,group_median,21,0.8338404694631601,0.8357422299500108,1.09
math500_r1distill8b,math,5,1.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.09
math500_r1distill8b,math,5,10.0,anneal_10_1e-2,group_median,21,0.8338404694631601,0.8357422299500108,1.11
math500_r1distill8b,math,5,10.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.11
math500_r1distill8b,math,5,10.0,flat_1.0,group_median,21,0.8338404694631601,0.8357422299500108,1.13
math500_r1distill8b,math,5,10.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.13
math500_r1distill8b,math,5,100.0,anneal_10_1e-2,group_median,21,0.8338404694631601,0.8357422299500108,1.06
math500_r1distill8b,math,5,100.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.06
math500_r1distill8b,math,5,100.0,flat_1.0,group_median,21,0.8338404694631601,0.8357422299500108,1.13
math500_r1distill8b,math,5,100.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.13
math500_r1distill8b,math,6,0.1,anneal_10_1e-2,group_median,23,0.8428059117583133,0.8357422299500108,1.12
math500_r1distill8b,math,6,0.1,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.12
math500_r1distill8b,math,6,0.1,flat_1.0,group_median,23,0.8428059117583133,0.8357422299500108,1.1
math500_r1distill8b,math,6,0.1,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.1
math500_r1distill8b,math,6,1.0,anneal_10_1e-2,group_median,23,0.8428059117583133,0.8357422299500108,1.06
math500_r1distill8b,math,6,1.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.06
math500_r1distill8b,math,6,1.0,flat_1.0,group_median,23,0.8428059117583133,0.8357422299500108,1.14
math500_r1distill8b,math,6,1.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.14
math500_r1distill8b,math,6,10.0,anneal_10_1e-2,group_median,23,0.8428059117583133,0.8357422299500108,1.08
math500_r1distill8b,math,6,10.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.08
math500_r1distill8b,math,6,10.0,flat_1.0,group_median,23,0.8428059117583133,0.8357422299500108,1.08
math500_r1distill8b,math,6,10.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.08
math500_r1distill8b,math,6,100.0,anneal_10_1e-2,group_median,23,0.8428059117583133,0.8357422299500108,1.31
math500_r1distill8b,math,6,100.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.31
math500_r1distill8b,math,6,100.0,flat_1.0,group_median,23,0.8428059117583133,0.8357422299500108,1.26
math500_r1distill8b,math,6,100.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.26
math500_r1distill8b,math,7,0.1,anneal_10_1e-2,group_median,20,0.8363399261030211,0.8357422299500108,1.28
math500_r1distill8b,math,7,0.1,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.28
math500_r1distill8b,math,7,0.1,flat_1.0,group_median,23,0.8428059117583133,0.8357422299500108,1.14
math500_r1distill8b,math,7,0.1,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.14
math500_r1distill8b,math,7,1.0,anneal_10_1e-2,group_median,20,0.8363399261030211,0.8357422299500108,1.13
math500_r1distill8b,math,7,1.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.13
math500_r1distill8b,math,7,1.0,flat_1.0,group_median,20,0.8363399261030211,0.8357422299500108,1.16
math500_r1distill8b,math,7,1.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.16
math500_r1distill8b,math,7,10.0,anneal_10_1e-2,group_median,20,0.8363399261030211,0.8357422299500108,1.21
math500_r1distill8b,math,7,10.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.21
math500_r1distill8b,math,7,10.0,flat_1.0,group_median,20,0.8363399261030211,0.8357422299500108,1.04
math500_r1distill8b,math,7,10.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.04
math500_r1distill8b,math,7,100.0,anneal_10_1e-2,group_median,23,0.8428059117583133,0.8357422299500108,0.98
math500_r1distill8b,math,7,100.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,0.98
math500_r1distill8b,math,7,100.0,flat_1.0,group_median,20,0.8363399261030211,0.8357422299500108,1.18
math500_r1distill8b,math,7,100.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.18
math500_r1distill8b,math,8,0.1,anneal_10_1e-2,group_median,22,0.8415018474244729,0.8357422299500108,1.02
math500_r1distill8b,math,8,0.1,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.02
math500_r1distill8b,math,8,0.1,flat_1.0,group_median,22,0.8415018474244729,0.8357422299500108,1.08
math500_r1distill8b,math,8,0.1,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.08
math500_r1distill8b,math,8,1.0,anneal_10_1e-2,group_median,22,0.8415018474244729,0.8357422299500108,1.04
math500_r1distill8b,math,8,1.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.04
math500_r1distill8b,math,8,1.0,flat_1.0,group_median,22,0.8415018474244729,0.8357422299500108,1.09
math500_r1distill8b,math,8,1.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.09
math500_r1distill8b,math,8,10.0,anneal_10_1e-2,group_median,22,0.8415018474244729,0.8357422299500108,1.06
math500_r1distill8b,math,8,10.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.06
math500_r1distill8b,math,8,10.0,flat_1.0,group_median,22,0.8415018474244729,0.8357422299500108,1.09
math500_r1distill8b,math,8,10.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.09
math500_r1distill8b,math,8,100.0,anneal_10_1e-2,group_median,22,0.8415018474244729,0.8357422299500108,1.03
math500_r1distill8b,math,8,100.0,anneal_10_1e-2,per_feature,21,0.8401434470767225,0.8357422299500108,1.03
math500_r1distill8b,math,8,100.0,flat_1.0,group_median,22,0.8415018474244729,0.8357422299500108,1.8
math500_r1distill8b,math,8,100.0,flat_1.0,per_feature,21,0.8401434470767225,0.8357422299500108,1.8
math500_r1distill8b_mn4096,math,2,0.1,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.06
math500_r1distill8b_mn4096,math,2,0.1,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.06
math500_r1distill8b_mn4096,math,2,0.1,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.12
math500_r1distill8b_mn4096,math,2,0.1,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.12
math500_r1distill8b_mn4096,math,2,1.0,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.14
math500_r1distill8b_mn4096,math,2,1.0,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.14
math500_r1distill8b_mn4096,math,2,1.0,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.07
math500_r1distill8b_mn4096,math,2,1.0,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.07
math500_r1distill8b_mn4096,math,2,10.0,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.14
math500_r1distill8b_mn4096,math,2,10.0,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.14
math500_r1distill8b_mn4096,math,2,10.0,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.02
math500_r1distill8b_mn4096,math,2,10.0,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.02
math500_r1distill8b_mn4096,math,2,100.0,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.02
math500_r1distill8b_mn4096,math,2,100.0,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.02
math500_r1distill8b_mn4096,math,2,100.0,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.05
math500_r1distill8b_mn4096,math,2,100.0,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.05
math500_r1distill8b_mn4096,math,3,0.1,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.09
math500_r1distill8b_mn4096,math,3,0.1,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.09
math500_r1distill8b_mn4096,math,3,0.1,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.39
math500_r1distill8b_mn4096,math,3,0.1,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.39
math500_r1distill8b_mn4096,math,3,1.0,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.02
math500_r1distill8b_mn4096,math,3,1.0,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.02
math500_r1distill8b_mn4096,math,3,1.0,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.06
math500_r1distill8b_mn4096,math,3,1.0,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.06
math500_r1distill8b_mn4096,math,3,10.0,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.25
math500_r1distill8b_mn4096,math,3,10.0,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.25
math500_r1distill8b_mn4096,math,3,10.0,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.03
math500_r1distill8b_mn4096,math,3,10.0,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.03
math500_r1distill8b_mn4096,math,3,100.0,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.84
math500_r1distill8b_mn4096,math,3,100.0,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.84
math500_r1distill8b_mn4096,math,3,100.0,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.78
math500_r1distill8b_mn4096,math,3,100.0,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.78
math500_r1distill8b_mn4096,math,4,0.1,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.04
math500_r1distill8b_mn4096,math,4,0.1,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.04
math500_r1distill8b_mn4096,math,4,0.1,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.05
math500_r1distill8b_mn4096,math,4,0.1,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.05
math500_r1distill8b_mn4096,math,4,1.0,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.08
math500_r1distill8b_mn4096,math,4,1.0,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.08
math500_r1distill8b_mn4096,math,4,1.0,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.08
math500_r1distill8b_mn4096,math,4,1.0,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.08
math500_r1distill8b_mn4096,math,4,10.0,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.02
math500_r1distill8b_mn4096,math,4,10.0,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.02
math500_r1distill8b_mn4096,math,4,10.0,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.01
math500_r1distill8b_mn4096,math,4,10.0,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.01
math500_r1distill8b_mn4096,math,4,100.0,anneal_10_1e-2,group_median,29,0.8087898743636449,0.8328896361683247,1.11
math500_r1distill8b_mn4096,math,4,100.0,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.11
math500_r1distill8b_mn4096,math,4,100.0,flat_1.0,group_median,29,0.8087898743636449,0.8328896361683247,1.03
math500_r1distill8b_mn4096,math,4,100.0,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.03
math500_r1distill8b_mn4096,math,5,0.1,anneal_10_1e-2,group_median,22,0.8111718275652702,0.8328896361683247,1.03
math500_r1distill8b_mn4096,math,5,0.1,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.03
math500_r1distill8b_mn4096,math,5,0.1,flat_1.0,group_median,22,0.8111718275652702,0.8328896361683247,1.18
math500_r1distill8b_mn4096,math,5,0.1,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.18
math500_r1distill8b_mn4096,math,5,1.0,anneal_10_1e-2,group_median,22,0.8111718275652702,0.8328896361683247,1.03
math500_r1distill8b_mn4096,math,5,1.0,anneal_10_1e-2,per_feature,21,0.8296669936014199,0.8328896361683247,1.03
math500_r1distill8b_mn4096,math,5,1.0,flat_1.0,group_median,22,0.8111718275652702,0.8328896361683247,1.0
math500_r1distill8b_mn4096,math,5,1.0,flat_1.0,per_feature,21,0.8296669936014199,0.8328896361683247,1.0
math500_r1distill8b_mn4096,math,5,10.0,anneal_10_1e-2,group_median,22,0.8111718275652702,0.8328896361683247,1.12
