model_id,cell_id,slice_id,row_id,group_id,fold,true_first_error,prediction_step,threshold,true_error_step_length,true_error_length_stratum,selected_step_length
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_170ffc70ea004b770a73381cbc9bab520ef1b8b4fa639c371aac705a91387352,xgidv2_d5ce79d5f32f02c070407729b0273379c4a9586a2b174f4b2a6aec25f104761c,1,2,2,0.4801330922965181,77,short,77
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_173cbb02b5b660792f570b2aa99ddfc78a7debb817467c8728e8e22be592f381,xgidv2_ee94fae6237e34f7ddd39a007b41a1ffb9508eb4c5d2c62437812811921309fd,0,3,0,0.47840900923297186,51,short,45
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_17af6ae572a83b027deebef8312ba6d702e59e72139009858ff7ed4339713080,xgidv2_f73f16747bc38533768651387d3a42f9488e98d4381c4da729d596047fd8ea9e,0,-1,-1,0.47840900923297186,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_17f8a6db37b05972f6dd1ebc80d581290aa85b75b6376abb0e4d85b74311de1c,xgidv2_6ae5d1d6e8f075306dab515c2c6c2dc60bd0fbbd48af2f2e7b49faed212c44a0,1,5,-1,0.4801330922965181,55,short,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_18511eb0fef0da6ef726898cddbdb938a87b65bd230037be54dd1f588a50054b,xgidv2_4da30a3091b36fb2cfb7f7c4c71536372cba0ea0defa8022a0df67722f623fca,3,0,4,0.479449221223627,98,medium,66
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_188907ba503f588f571507e4c4d8ac02c70bdf1d229cb22dd737ba4ea288eab1,xgidv2_43fd19bc6d251c4024f8ecff17247136791bd2fb5f97fe72ba4e74d842c2720b,2,0,1,0.478070965738475,95,medium,94
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_188ac6ff26f38db5e69d02ec3c5ee0cf4889db4654501c761977cb0424ceb900,xgidv2_f4fbe5300404397e3bdea580b6920d3fc130e2d0204d886def367ea9b53542e6,4,1,5,0.4681149031332316,73,short,87
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1893ae90057fe5b040372f0715e2e0edabcc9abb11665f2a93274340c2a7b1e4,xgidv2_edeb7852a8a8bd625de256389865de0770ad2a3acd1f96b0a359388440e3500f,1,-1,-1,0.4801330922965181,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1963dc61819786926aa90706fc768a9e748e6b112fe3ae64cee1ad7c00bae45c,xgidv2_d59457c6c35ad6e3a69ef96a51b7f2dc3c8c8f766dbf5220f30d04509f7d0dd5,4,1,4,0.4681149031332316,75,short,82
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_19765b484918449921d4cf8c07eeb4d5414c60a8913b654e07508f6048379127,xgidv2_91b07379d0246eb53cf839820285d64fd6bbb8a7279b071439b8ca9c0f30932b,4,-1,-1,0.4681149031332316,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_197cbf226eece86f38f5585639c3734092f17d655a930caffcba6db9c42d1b45,xgidv2_f384763a370171b4e9f3c16550691b3814cede7af57584055e9fe9d88cd40df7,1,-1,2,0.4801330922965181,,CLEAN,77
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_199a4e6ced82521ce6c3aa72b5bd0c15e3e65f46ba748f9725d7f3122a14734c,xgidv2_c49ba401beba84de84fd9cd59f4afa6f6e96cd4f8e781b0a48320086ddc3272b,2,0,0,0.478070965738475,205,long,205
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_19b4afefe6bd6cfe047e26ee87338862b225b9c5ce2afc452362ae66512e5d5c,xgidv2_ca2b0b7f37420e1af8a7c8c190b13eeb4b94b413b7ec5199d3b1f4701b2d2670,3,-1,-1,0.479449221223627,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_19bbd704d7e5df6d6c847e59c78fd8dc186ebb0c4927636aa2c240f2c0bb311c,xgidv2_f42a7f4dde671cf0ec2bc8878dc47ec9f0221a164c17afc2268d4f643c9c4b62,4,2,4,0.4681149031332316,134,medium,69
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_19f9839c1f569809e156b050842b08217b713d9a09fc4cb04bedb4024bfc7ff7,xgidv2_3ae7efed007fe71852e63d1178e2f8732e0f14a95d42d216dca9fea97ce8eee4,2,3,4,0.478070965738475,55,short,31
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1a436e8fed9f5e74fe573cec8030c0bb3de438f0b67426413ff94bb3d750ca48,xgidv2_7cf1eaa08b107d041fc8ac1e92b44fb6a272c77bd290ade1a0af6cc27917e0ef,4,-1,-1,0.4681149031332316,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1a5f0df4779bf049557f60312f431ab174292dcc56123413d8e2367db3ca16a0,xgidv2_96d703e1142e39a4e52d60e9af94ef9e779448da9e018699e5de0798c9f20fb2,2,-1,-1,0.478070965738475,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1a7403026cb2e0f10637e75e941e8c9b4d38fd3154d10c4fe9502318ea33ebd4,xgidv2_e5dd9ca4c5ad61c23f7bb241dc20fd2f21dfe240b1f0d8752da0c27685d38a21,0,-1,7,0.47840900923297186,,CLEAN,34
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1a77f94c8257c46b17068afab5b636aa653b197e323ac5a73fbdf46b04f47eec,xgidv2_db1fc8a1a5e02549eac1e716f08cb1275b572bad59167494cf516c6d1bdb33b7,2,2,-1,0.478070965738475,111,medium,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1a7887239aa60fdc6d490308af8020487060a6ed28a0adb79e5e2b2e8147747f,xgidv2_9974ce01e3e75cf031bc4e0f4bc5def310e889f9f6c8babebbe878a92b145c7d,1,2,7,0.4801330922965181,208,long,84
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1b00e9d2bab454a3a0e5e29e1e9cc55395e7a7d71a4641333d6a9473998c4700,xgidv2_a349b2bbe025d49043e7eb7a7b7ee56007a0c50046988e9e2b17ac8ad47bfe7d,2,3,4,0.478070965738475,103,medium,106
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1b08180ee1fd6e48f9fca713b576b07bbbf8a3c122113e3c3c29a4e75411f65b,xgidv2_dc546d9ac4a352e28d2e737ceaa16ade08ec4ff2f960816cc758504ef432daf0,2,1,2,0.478070965738475,89,medium,63
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1b6dd3cebca5116400448dec54924196964f27fedb39d8d2437a505121968f31,xgidv2_5e161360ca8faa854bfc73018ad74d220093d704eb892100c136c19cbaf72619,4,-1,-1,0.4681149031332316,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1b75d54ffd971996f0e480e630e3573a134adf06a529ba6593b4d33e4109f3bf,xgidv2_c537471da54e6c37aae26996769479eeab480199f618b83843cfb70f2ee0a499,3,0,4,0.479449221223627,69,short,65
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1b7bb51b2f2ff25d8508dd9db65e5f14cde659de2fbbdaf5fc6add8ce193ef9f,xgidv2_ef63fb944250386fedea85c1d9ee83aa8263fa5a98742177b1feeec6a30f5bae,0,7,9,0.47840900923297186,80,short,89
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1b9bfb177c49406284202559ec9fe8dfdfc80d34a7153dd94321dd3e7ff37f36,xgidv2_c26bd445688173e2e65c0e42cc6a49961ab2216bb9eb9a62042338e941ce3ddb,0,2,-1,0.47840900923297186,99,medium,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1bad6ad1b09cd22e64c68407c0e8048d7374a6f92a735528263d01f716499847,xgidv2_cd7af6fc8f105ac940b54596ad70e2c220f2d3db5f2f65a9836ae4c97aa116d3,0,-1,-1,0.47840900923297186,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1bcce78d3442c0499930144ea2b2c35eb8f9339ba4d3ef60ca8da7056b9148b9,xgidv2_53bb523c293c8fdb73d5d073234e5233b8f25c7bcbb4cc0d0489cc1a4482c1e2,2,-1,1,0.478070965738475,,CLEAN,75
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1c79407bbde4a133463023ac88271703b514aee08389ee3452f88322d1d452b0,xgidv2_43b44f92318ed6a880af106bab01d56830ac9fdfe766090d082b3a1e4358ff5b,0,3,-1,0.47840900923297186,58,short,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1ce4799e6d4710e4fb485eecb38c8a7a69ff3fb17cee38785ce5cec304106a94,xgidv2_377feccb42f80fbff3ff6d52cd1905077274d9dc0616713a9e6c3bf315d16686,3,-1,6,0.479449221223627,,CLEAN,38
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1ceabb6a5eec7db493119d73816027e3c953b933d2c8f8a432e3301be35e6ad5,xgidv2_9d6285871fb208e571795575e99bd84e8529cdac6d62ea022c91f319057f7871,0,-1,0,0.47840900923297186,,CLEAN,45
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1d5985e49a9ca9923c87a9e050fee89c6e7798c5c79940ba6c5b805a5b2b1859,xgidv2_5ea7f8d0762d46ba4f5587b7ad37ef21ca3c58810a47c3c0c02d889d752c6d25,3,-1,-1,0.479449221223627,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1d97e14ce669abdc162912e03c01be25f7e8b26b76f0c643e9a4783a91db3ca8,xgidv2_d700c3a992eed1d4697bfd0bad7ac7c1172b2fbb15b8236269743a9901dd79a6,2,0,0,0.478070965738475,283,long,283
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1d9d680cc3b30e46f20a28b3faeb3a49687cef2e6fe22970c4e55076179ba1a9,xgidv2_4d7695879835b2db699e00f95a8f20f016a0be79ce57f5ff9a500cf0cd774211,1,1,2,0.4801330922965181,80,short,70
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1dbedb56bf320f6c704328d64e3da42a7030df61f3d01f6011a4e760973a27af,xgidv2_99a8619c1240cfd71568d793c5713a72d3d3b7c1dfe2a64df874546e823dc0e4,3,2,-1,0.479449221223627,61,short,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1e2d344408d23972b5813412f41bafc7caffb1f8a9f61fa5f6e9c8f3d50cadb9,xgidv2_28b7a23527e7eba6e7142b7e510ce7cd35f2213f4ac99e5eee2ebe92ef8680da,4,1,2,0.4681149031332316,121,medium,82
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1e49b1ea3826447d63cfb5ffb53d961db389b7d66346ec211018dad4412f1ce7,xgidv2_a1dd984b32c09fba2b0e64c77eac0b70e76b634258af22e944087356209bd4a0,1,2,-1,0.4801330922965181,169,long,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1ed0eddb65e4ce1eba0518a450b10eef49efdd3a2a351a8d3bf649abc76f9419,xgidv2_38022e8333a060dc89dbca91d8f5d06d7fdcb573c85f1014b7c8d01ee334c1eb,4,-1,-1,0.4681149031332316,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1f0f799dd2696df778a7b230dbf60c6e7864662ffd8fbe224ac387d2104c13cc,xgidv2_f830ebe285e14c07cdab8a1c21ec0485dfe3de9c2a928897503c858c6af1c94b,1,4,6,0.4801330922965181,49,short,78
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1f383fceaebf60b5642bf14651e7a6651341c542dc41ff218874826c7b9934c6,xgidv2_3ffe84db567309396b274bdccfe1f600fdff1b01cab01b617b00a3188b155058,3,4,1,0.479449221223627,178,long,102
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1f4daa477e4ff49992a8e237eacc23269d8026503644cdcfcfa2e3164afbb8eb,xgidv2_ab14c91e1777106c686f686536041ca1e3617eb1078e4186fdf54780840f1159,1,-1,0,0.4801330922965181,,CLEAN,162
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1f51e53c156800c8031cec302c20f6ae6cf4dfc6346f382aa1db209ece111047,xgidv2_7c8a28dd3158501479642106460955264b4a7bb6ddf84701779ff94f3cc37523,0,2,2,0.47840900923297186,159,long,159
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1f653dc05cc7232a511a1fa4cc018089906ad2ef18d69689dfc4eedf08fe00d9,xgidv2_c1099decce4b80db91c69094990cd850d5c81bc1fffbb828d08e3fbec35b42d7,4,-1,1,0.4681149031332316,,CLEAN,74
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_1f95680d1b5b78ca62b3c86682178bd0d277a99fe05537fad267994b7d19a620,xgidv2_c869d922354056305ba39d6af00b15276aaa0310e0b5b99d96c5e865d7bf241f,4,1,4,0.4681149031332316,52,short,44
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_201e8eb4b758db04072a56ee399d8543a63692b988d02d701b8d442221e546e9,xgidv2_fd7785c6cf31038b2836923452b604e29acd84e2bf2872bdc6f077a6c5d64f65,2,-1,3,0.478070965738475,,CLEAN,44
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_206e1833306783bc93cd0ee27f3296a08754f03f33032dccf16cd3a6398342d7,xgidv2_2e4bfd02a9e6ff86dbf132ef93c32c0604d9ee2b4e358ae8470b6382128b3469,3,-1,-1,0.479449221223627,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_20a64eaba99b0193ad0eb642667d0d905f4d4e0d5e8b4d6b89054559039ef7ea,xgidv2_17736706f01a2632abc41aa5c648eeaefd74725f5c597f516a8eb95dcf74e6fe,3,4,6,0.479449221223627,150,long,26
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_20b6a17d3787b1366c2b7089116560cd13ff151255944ae47bdc28b96e6d03d9,xgidv2_04a5518097a027120118348f27e11c42bc7438661d4306a30a77486985346b23,1,1,1,0.4801330922965181,143,long,143
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_20ba6a70be8838dd7f7155436d2858be9759e9300f0b0728fdca1afa849c429b,xgidv2_caa20f533744ddf5437b12f09a7857bfdd38c8662061ae877f845c63ca7ff468,3,-1,-1,0.479449221223627,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_20bf6535312794078b3d0ad1e4f561587ab98b27dcb29f70165e357222bf7e67,xgidv2_4c911703d4bd843a998746b04c893f2ee91bab7382f38c20dc2d0a3374458c8e,3,2,5,0.479449221223627,133,medium,26
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_210633e058240323aac7bde2527c65ab3bfda27f112c764073ad0c6a4a3e73f2,xgidv2_64b77338227515b4e77215ac7b1e780d3355d80e6b2429c75083747c87735071,3,2,2,0.479449221223627,124,medium,124
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_2153ef59ddb284a077c0c117a03f3fa6898d667f73c8b2e39413c474b7281981,xgidv2_77c599aec2af090117cdb1f8d77d90626631c1229a6d8826f1fcda284924bb5e,0,1,4,0.47840900923297186,102,medium,38
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_21dece62806bcd454cff841182430309032cb802af31eb242a3972d3f9ac2b6d,xgidv2_14684a4409abb5d31723aac5134a0cfecf566f55870c740ac98cbab8ac165e32,1,0,3,0.4801330922965181,97,medium,58
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_220812b82b5b82b4d2d0e971da91afcecce00ca864f2ec159b912ce154b9ed17,xgidv2_be6c024f3e7f36f2ac5cffac10b22841a3c16e567395ae02f89ecb5c21b929ab,2,0,4,0.478070965738475,177,long,160
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_225b326af42533dcc27dc27e2ae168e9f14c8e38af3f36d857fe691d01d4680b,xgidv2_1cec4edae5f2c348511f13d3a988f55fbb1f89151fe5398026d0015f8bc59201,3,2,2,0.479449221223627,101,medium,101
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_226209b4d1ff8c1661371edb7debe064c0446d93a43c1ca6b64a0097c3a144f3,xgidv2_32df262852b213de13468512b5a83313b1fd134b76042786e6ec877b8175f392,4,3,11,0.4681149031332316,49,short,71
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_228cff0286d12782d00c94a03dbd685c62fc144173a3a3f0682b56809049c539,xgidv2_35035c6be1c1cb69187a69ef6e4581a996698c5e13775b48d5af62f7614c70b4,0,-1,3,0.47840900923297186,,CLEAN,19
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_22ef695c80d9e1418487510e79259df0e3b333f217bcda36a68ee238fcf516cd,xgidv2_544784bb919c38c6a677dfee185dc9a3b9ae29ff13fcf52bff36836921cc980d,3,4,8,0.479449221223627,71,short,103
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_230455f5d447fb6576cf9da69aeaea6029d9e36012e6c9217438737f9eebd00c,xgidv2_fd37d02fdc41a3be4dd45881db60d398c4fdd00afca9e3968f545b9a261a6da7,4,8,10,0.4681149031332316,232,long,270
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_23710565d33aadcada928224ad261c356ba21ebb4858aec76829a125462b88bd,xgidv2_4313b1baa41494b28e49d37c1343ed8089da43cef7f07a437d8e8d0a8180ab0c,2,2,-1,0.478070965738475,63,short,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_2392bd2a85104abfcf0ecfca0d3d9eab72a5e28c689761d080dcb6b2e5096b1d,xgidv2_21a48ad1b3a3d35870382e6c8d8df697f8f49456d8ec608ee880a8de940b29ee,0,2,2,0.47840900923297186,90,medium,90
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_23aca7ae0e4f1d6899f964aed7f4b9dca427602e1336f46a20bc8ee52b4d5372,xgidv2_7a019fc4ea1b5c7f39027cb5917dc10763c789be181a65b5b33d075a09b95a97,2,-1,2,0.478070965738475,,CLEAN,39
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_23d87c63a80dee222e3977d1477a2b50f226d641634337fd13cceb187fdd6795,xgidv2_8252b23a7d0c82553217350eb7586bf9bd3249b920b9179b1668bcc8f8c8b0f2,4,-1,-1,0.4681149031332316,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_242be35591160b950369515ad05095d372a536263eeb314d7c59b3bce86e9b9f,xgidv2_f62518962027ede5f9fbc2315da86e1517b30a4820d073c62436f9c14efdda3a,0,-1,5,0.47840900923297186,,CLEAN,30
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_24346c7ad033997874306708c4e9cd013d8347e9dbc345fb14b048add7741035,xgidv2_0723212c66b17ea1f2b9e7c585d49744f8d07a2bf8d3167a8a911b53ae223470,1,-1,1,0.4801330922965181,,CLEAN,64
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_243e2ca8eff707289d5fcd0258c5a245df8096af11825f3e3e3181d4a241646a,xgidv2_e9ab325a47453b1d585dad5ce3a69d2a73fa3ff2a3df85af0e06da08e89cd509,4,-1,-1,0.4681149031332316,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_243e85d4b9f2434e9c90fd00d8ffb081cd5de1882e0f4439302f364bda7e8aa2,xgidv2_1ba7c72a77a468553d0fc3856a6fbd88a6a986a52ecd81ac1f5e7e75a9e3a242,0,-1,-1,0.47840900923297186,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_24dc345bf419fcc83d993f612f1db49c3a080728dac48e4832e1a9223f96af8a,xgidv2_13b27cefe248b1594fb5cd0cbe8a26bde0b99582e6c524c70a244a5f3227ea83,2,1,3,0.478070965738475,54,short,45
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_25279f4dcf648b87e7c1ed1bdc520b9bf2a3ad4d53e16664ded88f9c20fa21da,xgidv2_eb1d8dfb18b466714b7bbef959da0d60b83cf586bb1b8ea6e5f8c82731558911,3,-1,1,0.479449221223627,,CLEAN,22
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_25469b9a8214820ea0af7ac9dbf7beb2a852aabd42a032561f0d8b902452d591,xgidv2_30f53f284f909c1983a25f3d7a9148125c9835c877ceddf2d047b33f082c74b2,4,-1,-1,0.4681149031332316,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_25c0c51432b02535ab20add78de7166561c6a46c7ef8133b49e24fd080704232,xgidv2_18353963ca236d9229313756c9f0b9d806e4bc91944ac80758e91f3013b11e8e,4,0,3,0.4681149031332316,91,medium,83
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_261490b2081c37462cad08eb2e15dab77cd11f1d9809391e886c7f21a14fd696,xgidv2_8f80b692d874c0cab30f74d256273f062d0673519f936035710271e14cbabfa5,4,2,3,0.4681149031332316,102,medium,32
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_261c8138ba028a219ce10ed5124db9839f17e8e27ce10c38086410bf15cf41d8,xgidv2_84f77841f43ae3670bf9d09d1d118a89672e058c1a57ea6979edac6bd76378fb,3,5,7,0.479449221223627,103,medium,213
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_264b5523c1c39c93a48edc4a7abb172399720a533566da6ce30b73d01bce4ec3,xgidv2_846f390599a9a1d8786e99fb08e11d3e64c7b64698186506d9e49e0a8c0ca1d3,3,0,0,0.479449221223627,127,medium,127
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_266d9b11db4325fb4775496788f3a71a76016e1dc7553fab338947555696d604,xgidv2_9f8dd531fc63629d10518e57ffed8e129ef33cd65cbd527c6d81b4c541864418,0,2,0,0.47840900923297186,259,long,41
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_2675949fd6d96bde33556f37c0e076dd60d45008f96658283b84772a8138aeaf,xgidv2_4f77e19e59bf20e4f517b49111e23a41ad88323bf7ae77ce312649773d7b5674,3,0,2,0.479449221223627,117,medium,71
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_26956270ceba27997a74f225937867254efcad12bc2963679615142c64ba63d5,xgidv2_f09063fdf1a283a92b06c1a1ca149f341c720e6cf75218e2c4ea929d323ee42c,2,-1,5,0.478070965738475,,CLEAN,29
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_26ba1d9c9fd80c49f3ba64e0c82d4473111c9b8e79e81b934d690687776c354f,xgidv2_36c2afb41a7d795892001ef364f0a136cee7f19fca4ef9ce99e17a076a7530de,0,-1,0,0.47840900923297186,,CLEAN,177
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_26c964b50846a8cef56c7137469bad228f45c04a38192c5a9c12aff9c663d31a,xgidv2_d9e62cf304f1a0f7550390bf68d123bcf9a9614b204f898f8794e8acb8284970,4,0,4,0.4681149031332316,167,long,37
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_2714e80b7cf095cc77059c2b1634251adcb80b8981b8ce61b7de25920880ef30,xgidv2_675b38ef3d085178775e49ced7d6d00bd0d2b642484e7f2472cd8ca0c68f997c,0,-1,5,0.47840900923297186,,CLEAN,21
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_2741a23b98558da3e8d6a32d912f279a140ebc714a3ff7b3c5c307e1ee20a496,xgidv2_800f9d1fc567e0383e9d6667f1e00656bef6ab8eafd569c6d1fec3a91e0d59ec,2,-1,0,0.478070965738475,,CLEAN,73
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_281c307c793e62e9913dec13b2b400aef8b1f0720041df734e9371b419fdcf38,xgidv2_6cec6dc501014c1a3f5d9f9b6716585e2fc7b39c99ced28cf2601ea3ba7b8ef2,1,-1,-1,0.4801330922965181,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_284c6373489df43e194bfc81820fa0273f215684ac0756a9574ced5f4f8fad3d,xgidv2_6523564fe637c18782b4c94d50e1a38e5d796a3dffe1be376f28e9361d7a56e1,4,-1,-1,0.4681149031332316,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_289eb19d9279b000c8c2f38d0d18face851a6f4ca1e394fe3c0f77b2e60d5adc,xgidv2_cd1488fb5a1942b2213c5f340b9745b10d88bcddae31bb343233a638ed4cf111,1,3,5,0.4801330922965181,226,long,211
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_28a3b6345562f23e669d18f16ecfbb50444051207876135092a7ae33313e4cd8,xgidv2_287361e7d5668fdfe2cc6b849e617e5597c0d8d241d161dcf4f605be8ad8a116,4,2,-1,0.4681149031332316,94,medium,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_28ab9ef38d42f000b82d00416edd4e273b316f701f2fddf09a184a3d1d86ad9a,xgidv2_befe511d521b6be49483e8e614a35f7b06e8e2908446138c88d960332bb101a5,2,2,2,0.478070965738475,93,medium,93
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_28b04d62b3d36523cbd3441ca239d2eaf4e391ac32c4b7d632678986120bae03,xgidv2_b1caeb0817f8fbafc9e7266aca1eb5c60662b596756b68badc04790e3f0a5cb7,3,8,5,0.479449221223627,118,medium,63
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_28d78b62f42c86c8f1b8dae610846e1a4a3c5f192f7a29edad7f832cd53040bb,xgidv2_8cb64f716297e1e6e6cc6c77dec5fe9ed2d4712b4e095523b0d6dcd0971e1619,4,-1,4,0.4681149031332316,,CLEAN,144
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_28ee5f825f6ed7fbd4cba2521570ffb57fc3fdba7b62055ec8829a99bebc36d3,xgidv2_e01f09deaf54a42089a7cbe6efcd3cec3804b55f9801fc909f897c606b663a3e,3,-1,5,0.479449221223627,,CLEAN,15
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_292a6ba59ae12c6b83eac22d9faa6d91e886e2ebccbbee0fe6929bff47233ff9,xgidv2_0cffec92b3ac95a0167aa69d1da078e805206d37339ef27e98394c5c213e8af5,0,10,0,0.47840900923297186,31,short,148
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_298d6a810194c54a72016bcd37da49c6bda718b3214a5d821288792f841182f4,xgidv2_474845c58dbb023fdb60ff103ab62e64b1a0e5780f4079527a9c13abc7c7085e,1,-1,-1,0.4801330922965181,,CLEAN,
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_2a19e44bc5100f888a6a43ee006bbab24646dd95460bd434e193ec52aa9e09e2,xgidv2_6a84bf2707efcb42075272486cdbd9787ee56f51efe62aff78b33d65d2c549b5,1,1,2,0.4801330922965181,41,short,42
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_2a3e4ce90a1680390a549ba153343eb9abccc464dfe0d09e7f9f704a7867df4c,xgidv2_8a4543b814ea3114ee643a0edafacfed116e872d799cb680dbad4fc4f3b9ece6,0,2,2,0.47840900923297186,335,long,335
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_2a4b271ff76134dcca6851d84341bca003b7dfddb91d01b5af915d403c6a1415,xgidv2_a6050f19df94824e4b82f14fc5685bf964c681a27638394f35a2dfe2f1e69aa7,1,3,4,0.4801330922965181,27,short,19
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_2a6a70c9798d202c9e4b66b233e6d224e7b8fe8b93c97ca08c206e3621fbfb65,xgidv2_54afc7af7b62beaed199027b6f0ceda50d2528e223d585206af180d10e6b094a,1,7,7,0.4801330922965181,75,short,75
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_2abcc71f267bc94fd5940cb9546c10808b619531e7dc8e71c0b3d51653e2ffed,xgidv2_e7c7f31aabf98e01eee43e5b69dd9ca71197ab5dde59fbe24e101cc58e846e1a,3,11,0,0.479449221223627,12,short,76
qwen3_8b,processbench_math_qwen3_8b,math,xridv2_2b37c7bb63907aae1ae4b3247d831190650e3dd84e17cb95497f41603ed245a0,xgidv2_598a2cea5c3ff0a005e422ff727fe6988156dcca7d6ba9dfa5950892981c80ef,4,1,1,0.4681149031332316,142,long,142
