access_tier,answer_process_stratum,candidate,detector,error_position_quartile,family,length_stratum,locator,model,prediction,reducer,score,target,task,trace_length,unit
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,gsm8k,medium,2,llama31_8b,2,step_max_token_argmax,0.4092546507799598,0,local,290,gsm8k-90
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,gsm8k,medium,4,llama31_8b,4,step_max_token_argmax,0.2401839474898682,4,local,288,gsm8k-99
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,medium,1,llama31_8b,1,step_max_token_argmax,0.023495696590314342,2,local,439,math-108
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,short,2,llama31_8b,2,step_max_token_argmax,0.46114133816572905,1,local,313,math-117
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,short,1,llama31_8b,1,step_max_token_argmax,-0.07459585032383997,2,local,232,math-12
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,2,llama31_8b,2,step_max_token_argmax,0.16529510395801716,2,local,853,math-122
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,medium,0,llama31_8b,-1,step_max_token_argmax,-0.24894654431748403,1,local,550,math-128
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,medium,1,llama31_8b,-1,step_max_token_argmax,-0.27231560433936963,1,local,440,math-132
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,medium,1,llama31_8b,-1,step_max_token_argmax,-0.24375918655389206,1,local,374,math-134
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,medium,1,llama31_8b,-1,step_max_token_argmax,-0.5680110176370665,2,local,355,math-137
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,long,2,llama31_8b,2,step_max_token_argmax,0.4944832375764432,0,local,736,math-141
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,short,0,llama31_8b,-1,step_max_token_argmax,-0.16921627614489995,1,local,277,math-143
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,short,0,llama31_8b,0,step_max_token_argmax,0.05556069953354405,0,local,280,math-147
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,medium,1,llama31_8b,1,step_max_token_argmax,0.2984500638154328,3,local,404,math-149
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,short,0,llama31_8b,0,step_max_token_argmax,0.18661010291517321,0,local,185,math-154
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,6,llama31_8b,6,step_max_token_argmax,-0.00884139718476182,5,local,915,math-155
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,3,llama31_8b,3,step_max_token_argmax,0.6408224006406958,3,local,795,math-159
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,5,llama31_8b,-1,step_max_token_argmax,-0.3159080073793419,2,local,836,math-16
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,math,short,1,llama31_8b,1,step_max_token_argmax,-0.11054818504787542,3,local,297,math-163
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,math,long,6,llama31_8b,-1,step_max_token_argmax,-0.2639989269909125,6,local,1425,math-172
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,3,llama31_8b,3,step_max_token_argmax,0.11007171639142506,3,local,643,math-174
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,3,llama31_8b,-1,step_max_token_argmax,-0.15959524054751412,5,local,645,math-175
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,2,llama31_8b,2,step_max_token_argmax,-0.035025033115845185,2,local,656,math-178
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,math,long,6,llama31_8b,6,step_max_token_argmax,-0.007301182690081294,5,local,801,math-179
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,3,llama31_8b,3,step_max_token_argmax,0.06240753944321687,1,local,628,math-188
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,short,1,llama31_8b,-1,step_max_token_argmax,-0.45197225166048,1,local,313,math-192
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,short,2,llama31_8b,2,step_max_token_argmax,0.37720320832718907,1,local,123,math-203
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,long,8,llama31_8b,-1,step_max_token_argmax,-0.4008470843961341,1,local,786,math-209
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,medium,3,llama31_8b,3,step_max_token_argmax,0.5876287435108816,1,local,460,math-21
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,medium,3,llama31_8b,3,step_max_token_argmax,0.021811740786696822,3,local,416,math-219
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,medium,2,llama31_8b,-1,step_max_token_argmax,-0.2758202825840901,3,local,542,math-226
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,math,long,3,llama31_8b,3,step_max_token_argmax,-0.03037339965941603,5,local,1419,math-233
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,short,2,llama31_8b,-1,step_max_token_argmax,-0.2832317185070727,3,local,286,math-238
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,short,1,llama31_8b,1,step_max_token_argmax,0.30734041607057366,1,local,198,math-239
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,medium,2,llama31_8b,-1,step_max_token_argmax,-0.20012394266431183,3,local,340,math-241
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,medium,1,llama31_8b,1,step_max_token_argmax,0.17268788179238648,0,local,515,math-246
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,math,medium,0,llama31_8b,-1,step_max_token_argmax,-0.4415605051930238,5,local,551,math-247
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,5,llama31_8b,5,step_max_token_argmax,-0.0003202345406000274,5,local,639,math-25
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,0,llama31_8b,-1,step_max_token_argmax,-0.2534766446060369,1,local,661,math-250
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,3,llama31_8b,3,step_max_token_argmax,0.43534324071769037,3,local,1076,math-253
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,3,llama31_8b,3,step_max_token_argmax,0.765433697817285,2,local,552,math-254
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,short,3,llama31_8b,-1,step_max_token_argmax,-0.3136755975905311,2,local,253,math-260
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,1,llama31_8b,1,step_max_token_argmax,0.11368547336835093,3,local,559,math-266
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,2,llama31_8b,-1,step_max_token_argmax,-0.6421458361410022,3,local,579,math-269
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,short,2,llama31_8b,-1,step_max_token_argmax,-0.30417250483110814,2,local,262,math-270
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,medium,1,llama31_8b,1,step_max_token_argmax,-0.016277661612466323,1,local,349,math-273
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,short,1,llama31_8b,1,step_max_token_argmax,-0.11085801052028606,1,local,154,math-277
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,medium,2,llama31_8b,2,step_max_token_argmax,0.1889713936303838,2,local,479,math-289
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,short,2,llama31_8b,2,step_max_token_argmax,0.22923860330346377,1,local,237,math-290
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,11,llama31_8b,11,step_max_token_argmax,0.4481327044134812,3,local,647,math-293
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,long,4,llama31_8b,4,step_max_token_argmax,0.35735553334230863,1,local,827,math-294
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,medium,6,llama31_8b,6,step_max_token_argmax,-0.14008110237672558,6,local,539,math-308
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,2,llama31_8b,2,step_max_token_argmax,0.4679039936513283,3,local,736,math-309
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,7,llama31_8b,-1,step_max_token_argmax,-0.15377977844428103,8,local,804,math-311
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,long,0,llama31_8b,0,step_max_token_argmax,0.4455969351397678,0,local,636,math-326
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,medium,0,llama31_8b,0,step_max_token_argmax,-0.1173865334647606,1,local,424,math-341
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,medium,2,llama31_8b,-1,step_max_token_argmax,-0.14901185814663973,2,local,441,math-35
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,medium,3,llama31_8b,3,step_max_token_argmax,-0.06535097854895708,0,local,411,math-353
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,medium,5,llama31_8b,5,step_max_token_argmax,0.22847971845092097,2,local,497,math-363
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,long,0,llama31_8b,0,step_max_token_argmax,0.047759239746040794,2,local,560,math-386
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,2,llama31_8b,-1,step_max_token_argmax,-0.18448365999642632,3,local,1025,math-388
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,5,llama31_8b,5,step_max_token_argmax,0.18975515392655457,6,local,1418,math-398
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,medium,2,llama31_8b,2,step_max_token_argmax,-0.06981564512842423,3,local,526,math-408
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,5,llama31_8b,-1,step_max_token_argmax,-0.29931407076158734,3,local,561,math-422
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,medium,2,llama31_8b,2,step_max_token_argmax,0.37142033769028904,0,local,490,math-426
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,short,1,llama31_8b,-1,step_max_token_argmax,-0.6039022511171639,3,local,244,math-427
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,long,2,llama31_8b,2,step_max_token_argmax,0.2733189721146241,0,local,577,math-434
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,medium,0,llama31_8b,-1,step_max_token_argmax,-0.18866653933668337,2,local,352,math-437
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,math,medium,5,llama31_8b,-1,step_max_token_argmax,-0.4495133574382403,5,local,350,math-440
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,1,llama31_8b,1,step_max_token_argmax,0.010734295487603213,4,local,1010,math-441
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,math,medium,6,llama31_8b,6,step_max_token_argmax,0.027394238842428278,5,local,418,math-45
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,long,21,llama31_8b,21,step_max_token_argmax,-0.052090782693773416,4,local,1258,math-459
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,5,llama31_8b,5,step_max_token_argmax,-0.0030746714260008814,3,local,948,math-46
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,4,llama31_8b,4,step_max_token_argmax,0.37365486103929124,3,local,711,math-467
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,short,1,llama31_8b,1,step_max_token_argmax,0.15583726761949063,0,local,246,math-473
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,short,2,llama31_8b,2,step_max_token_argmax,0.5261737659664063,1,local,199,math-48
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,medium,4,llama31_8b,4,step_max_token_argmax,0.21740658681309044,3,local,535,math-482
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,long,3,llama31_8b,-1,step_max_token_argmax,-0.23006192821603058,1,local,699,math-484
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,short,4,llama31_8b,4,step_max_token_argmax,0.07677393956401456,1,local,296,math-490
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,long,1,llama31_8b,1,step_max_token_argmax,0.04085510741203413,0,local,1087,math-492
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,medium,2,llama31_8b,2,step_max_token_argmax,0.3526624204434581,2,local,431,math-496
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,4,llama31_8b,4,step_max_token_argmax,0.03472442975818442,3,local,751,math-499
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,2,llama31_8b,-1,step_max_token_argmax,-0.3157638468118813,-1,local,250,math-500
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,medium,3,llama31_8b,-1,step_max_token_argmax,-0.1867554291319164,-1,local,432,math-504
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,medium,0,llama31_8b,0,step_max_token_argmax,-0.10588789179839471,-1,local,371,math-507
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,long,6,llama31_8b,-1,step_max_token_argmax,-0.1822168176700785,-1,local,863,math-510
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,medium,2,llama31_8b,-1,step_max_token_argmax,-0.5804113434000874,-1,local,356,math-511
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,medium,0,llama31_8b,-1,step_max_token_argmax,-0.5775428644876316,-1,local,351,math-516
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,medium,2,llama31_8b,-1,step_max_token_argmax,-0.6009315297415523,-1,local,458,math-518
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,3,llama31_8b,-1,step_max_token_argmax,-0.7785396801478947,-1,local,271,math-519
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,1,llama31_8b,-1,step_max_token_argmax,-0.44912451572808265,-1,local,298,math-521
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,long,7,llama31_8b,-1,step_max_token_argmax,-0.28330029621492225,1,local,730,math-522
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,medium,3,llama31_8b,-1,step_max_token_argmax,-0.20964641795135663,1,local,508,math-53
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,medium,1,llama31_8b,1,step_max_token_argmax,0.4285718565159158,0,local,345,math-533
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,short,0,llama31_8b,0,step_max_token_argmax,0.08384405700295752,0,local,80,math-54
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,1,llama31_8b,1,step_max_token_argmax,-0.13803650570491754,3,local,772,math-550
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,medium,0,llama31_8b,0,step_max_token_argmax,-0.01579299691217785,-1,local,533,math-551
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,1,llama31_8b,-1,step_max_token_argmax,-0.5023700107349782,-1,local,130,math-557
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,long,2,llama31_8b,2,step_max_token_argmax,-0.11835282238093268,-1,local,574,math-558
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,0,llama31_8b,0,step_max_token_argmax,-0.02656553788521445,-1,local,178,math-562
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,medium,4,llama31_8b,-1,step_max_token_argmax,-0.36633119166532746,-1,local,489,math-572
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q1,math,short,3,llama31_8b,3,step_max_token_argmax,-0.11068153521253882,0,local,109,math-58
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,0,llama31_8b,0,step_max_token_argmax,-0.050675689393094026,-1,local,106,math-587
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,medium,1,llama31_8b,-1,step_max_token_argmax,-0.3583371494683073,-1,local,440,math-588
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,math,medium,2,llama31_8b,2,step_max_token_argmax,-0.012597193652446933,4,local,484,math-597
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,medium,8,llama31_8b,-1,step_max_token_argmax,-0.39523321074050094,-1,local,420,math-598
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,2,llama31_8b,-1,step_max_token_argmax,-0.33857611336795246,-1,local,203,math-599
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,medium,1,llama31_8b,-1,step_max_token_argmax,-0.47753931960586216,-1,local,357,math-603
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,5,llama31_8b,-1,step_max_token_argmax,-0.6964931705186737,-1,local,156,math-606
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,1,llama31_8b,1,step_max_token_argmax,0.09504593561579422,-1,local,314,math-610
A,answer_wrong_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q4,math,short,1,llama31_8b,1,step_max_token_argmax,-0.043869360114134066,2,local,175,math-62
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q3,math,long,1,llama31_8b,1,step_max_token_argmax,-0.09715810897584266,3,local,1073,math-620
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,short,2,llama31_8b,2,step_max_token_argmax,0.3730802256922924,1,local,296,math-624
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,4,llama31_8b,-1,step_max_token_argmax,-0.3306189510196087,-1,local,213,math-636
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,1,llama31_8b,-1,step_max_token_argmax,-0.23987272037555654,-1,local,144,math-646
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,long,7,llama31_8b,7,step_max_token_argmax,0.0024768167511204503,2,local,689,math-652
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,long,10,llama31_8b,10,step_max_token_argmax,-0.012043714050089402,-1,local,986,math-656
A,answer_correct_process_error,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,q2,math,medium,3,llama31_8b,3,step_max_token_argmax,-0.1474703834000752,3,local,436,math-663
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,1,llama31_8b,-1,step_max_token_argmax,-0.5108100654768881,-1,local,145,math-664
A,answer_correct_process_clean,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,answer_dufs_liu_mixed_calibration_only,clean,math,short,2,llama31_8b,-1,step_max_token_argmax,-0.19458221969982484,-1,local,161,math-672
