phase_id,experiment_id,variant_id,task_id,dataset_id,population_id,cell_id,slice_id,metric_id,value,ci_low,ci_high,n_rows,n_groups,comparison_group_id,status,evidence_status,display_order,axis_value,source_artifact,source_sha256,source_row_selector,source_value_field,notes
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,FLIP_LOSS,prediction_flip_count,13,,,13,13,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5400,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_gsm8k_qwen3_8b::FLIP_LOSS,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,149,,,149,149,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5401,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_gsm8k_qwen3_8b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,190,,,190,190,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5402,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_gsm8k_qwen3_8b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_GAIN,prediction_flip_count,36,,,36,36,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5403,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_math_qwen3_4b::FLIP_GAIN,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_LATERAL,prediction_flip_count,100,,,100,100,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5404,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_math_qwen3_4b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_LOSS,prediction_flip_count,33,,,33,33,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5405,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_math_qwen3_4b::FLIP_LOSS,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,335,,,335,335,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5406,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_math_qwen3_4b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,496,,,496,496,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5407,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_math_qwen3_4b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_GAIN,prediction_flip_count,42,,,42,42,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5408,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_math_qwen3_8b::FLIP_GAIN,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_LATERAL,prediction_flip_count,150,,,150,150,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5409,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_math_qwen3_8b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_LOSS,prediction_flip_count,60,,,60,60,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5410,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_math_qwen3_8b::FLIP_LOSS,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,330,,,330,330,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5411,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_math_qwen3_8b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,418,,,418,418,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5412,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_math_qwen3_8b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_GAIN,prediction_flip_count,42,,,42,42,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5413,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_olympiadbench_qwen3_4b::FLIP_GAIN,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_LATERAL,prediction_flip_count,84,,,84,84,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5414,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_olympiadbench_qwen3_4b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_LOSS,prediction_flip_count,32,,,32,32,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5415,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_olympiadbench_qwen3_4b::FLIP_LOSS,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,302,,,302,302,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5416,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,540,,,540,540,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5417,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_GAIN,prediction_flip_count,40,,,40,40,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5418,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_olympiadbench_qwen3_8b::FLIP_GAIN,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LATERAL,prediction_flip_count,154,,,154,154,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5419,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_olympiadbench_qwen3_8b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LOSS,prediction_flip_count,53,,,53,53,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5420,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_olympiadbench_qwen3_8b::FLIP_LOSS,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,304,,,304,304,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5421,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,449,,,449,449,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5422,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_GAIN,prediction_flip_count,26,,,26,26,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5423,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_omnimath_qwen3_4b::FLIP_GAIN,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LATERAL,prediction_flip_count,93,,,93,93,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5424,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_omnimath_qwen3_4b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LOSS,prediction_flip_count,34,,,34,34,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5425,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_omnimath_qwen3_4b::FLIP_LOSS,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,292,,,292,292,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5426,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_omnimath_qwen3_4b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,555,,,555,555,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5427,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_omnimath_qwen3_4b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_GAIN,prediction_flip_count,41,,,41,41,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5428,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_omnimath_qwen3_8b::FLIP_GAIN,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LATERAL,prediction_flip_count,139,,,139,139,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5429,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_omnimath_qwen3_8b::FLIP_LATERAL,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LOSS,prediction_flip_count,56,,,56,56,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5430,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_omnimath_qwen3_8b::FLIP_LOSS,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,278,,,278,278,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5431,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_omnimath_qwen3_8b::NO_FLIP_CORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,486,,,486,486,p2a::current_common_eight_qwen_prediction_flips::prediction_flip_count,COMPLETE,DEVELOPMENT,5432,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=flip::processbench_omnimath_qwen3_8b::NO_FLIP_INCORRECT,value,exact deterministic candidate-versus-top-ten transition count
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen,aggregate,versus_atomic_top10,first_error_exact_delta,-0.006508301458311272,-0.017628832220841717,0.004477190544172457,6800,3400,p2a::current_common_eight_qwen::first_error_exact_delta,COMPLETE,DEVELOPMENT,5433,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=scatter::first_error_exact_delta,value,paired component delta versus atomic top-ten
P2,P2_ATOMIC,C5_ENT_ENERGY,processbench_first_error,processbench,current_common_eight_qwen,aggregate,versus_atomic_top10,clean_abstention_delta,-0.00628726935729973,-0.014860744324469497,0.0021526162136235225,6800,3400,p2a::current_common_eight_qwen::clean_abstention_delta,COMPLETE,DEVELOPMENT,5434,,results/reasoning_localization_03662_v1/phase_2/atomic/c5_ent_energy/evaluation/REPORT_METRICS.csv,421316d010b4acaa3e89606c75c2d7a23538406aad291baf8350443480c0115d,source_id=scatter::clean_abstention_delta,value,paired component delta versus atomic top-ten
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,aggregate,all,macro_f1,0.31013879367360925,0.2908562575781472,0.32797460744653856,6800,3400,p2a::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,5435,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=panel::official_macro_f1,value,absolute metric under per-arm grouped five-fold atomic threshold
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,aggregate,all,first_error_exact,0.2176645425510781,0.19925575450237912,0.23661793589948898,6800,3400,p2a::current_common_eight_qwen::first_error_exact,COMPLETE,DEVELOPMENT,5436,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=panel::first_error_exact,value,absolute metric under per-arm grouped five-fold atomic threshold
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,aggregate,all,first_error_within_one,0.4083588272605243,0.3866718573073819,0.4304280997659015,6800,3400,p2a::current_common_eight_qwen::first_error_within_one,COMPLETE,DEVELOPMENT,5437,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=panel::first_error_within_one,value,absolute metric under per-arm grouped five-fold atomic threshold
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,aggregate,all,clean_abstention_accuracy,0.5830046643995132,0.5563790474977718,0.6096516074920663,6800,3400,p2a::current_common_eight_qwen::clean_abstention_accuracy,COMPLETE,DEVELOPMENT,5438,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=panel::clean_abstention_accuracy,value,absolute metric under per-arm grouped five-fold atomic threshold
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,aggregate,all,overall_decision_accuracy,0.3404375,0.324375,0.35675,6800,3400,p2a::current_common_eight_qwen::overall_decision_accuracy,COMPLETE,DEVELOPMENT,5439,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=panel::overall_decision_accuracy,value,absolute metric under per-arm grouped five-fold atomic threshold
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,processbench_gsm8k_qwen3_4b,gsm8k,macro_f1,0.34100783414867775,,,400,400,p2a::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,5440,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=cell::processbench_gsm8k_qwen3_4b,value,descriptive per-cell metric
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,processbench_math_qwen3_4b,math,macro_f1,0.33574706127731485,,,1000,1000,p2a::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,5441,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=cell::processbench_math_qwen3_4b,value,descriptive per-cell metric
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,processbench_olympiadbench_qwen3_4b,olympiadbench,macro_f1,0.27597548751868145,,,1000,1000,p2a::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,5442,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=cell::processbench_olympiadbench_qwen3_4b,value,descriptive per-cell metric
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,processbench_omnimath_qwen3_4b,omnimath,macro_f1,0.25542919578724144,,,1000,1000,p2a::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,5443,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=cell::processbench_omnimath_qwen3_4b,value,descriptive per-cell metric
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,processbench_gsm8k_qwen3_8b,gsm8k,macro_f1,0.3265192213772413,,,400,400,p2a::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,5444,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=cell::processbench_gsm8k_qwen3_8b,value,descriptive per-cell metric
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,processbench_math_qwen3_8b,math,macro_f1,0.3492477572112752,,,1000,1000,p2a::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,5445,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=cell::processbench_math_qwen3_8b,value,descriptive per-cell metric
P2,P2_ATOMIC,C6_DSP12,processbench_first_error,processbench,current_common_eight_qwen,processbench_olympiadbench_qwen3_8b,olympiadbench,macro_f1,0.3205620490316047,,,1000,1000,p2a::current_common_eight_qwen::macro_f1,COMPLETE,DEVELOPMENT,5446,,results/reasoning_localization_03662_v1/phase_2/atomic/c6_dsp12/evaluation/REPORT_METRICS.csv,a8f8f270a6889d7b914cfd76e5d41200e142819731673cb412c67138316b8742,source_id=cell::processbench_olympiadbench_qwen3_8b,value,descriptive per-cell metric
